orf_name,replicate_1_PAS_nuc,replicate_2_PAS_nuc
YKL023W,394790,394790
YHR050W,209414,209414
YOL016C,294658,294658
YMR195W,654553,654553
YOL145C,49425,49425
YBR244W,708236,708236
YLR370C,861574,861574
YJR125C,654705,654705
YOR255W,808196,808039
YHR037W,183842,183842
YOR183W,679281,679325
YBR265W,739616,739594
YOL090W,150429,150429
YMR316W,905937,905811
YGL082W,357095,357095
YLL006W-A,136588,136588
YBR080C,398402,398403
YIL020C,314005,313855
YNR046W,708276,708276
YOR136W,581556,581556
YDR452W,1365169,1365165
YBR121C,481244,481244
YAL063C-A,22375,22376
YLR134W,412493,412488
YFL051C,30008,30008
YNL117W,408048,408048
YBR011C,257064,257082
YGR146C,784021,784021
YLL063C,14499,14499
YCL036W,60858,60858
YLR321C,776448,776448
YKL117W,221175,221208
YFR043C,239135,239135
YKL064W,320821,320802
YLR332W,792100,792100
YLR304C,735078,735078
YDR152W,766522,766522
YGR101W,694424,694424
YJR033C,492255,492255
YJR108W,629144,629144
YJL070C,307841,307839
YER070W,301829,301829
YFL056C,14881,14859
YGL153W,217277,217277
YHR184W,474433,474437
YKL214C,31095,31098
YPL121C,320957,320959
YNL245C,186340,186342
YJR073C,572329,572329
YCR024C,160677,160677
YJL116C,193499,193499
YNL219C,235795,235795
YML002W,266762,266762
YDR004W,456841,456840
YER014C-A,183733,183682
YML053C,169027,169029
YLR253W,644479,644479
YPR098C,728769,728758
YHR078W,258231,258231
YDR369C,1214875,1214893
YBL008W,212147,212147
YOR262W,818472,818472
YOL116W,101228,101228
YDR073W,593148,593148
YER018C,191831,191831
YDR352W,1182964,1182963
YNL078W,481142,480982
YOR119C,548542,548542
YDR514C,1471389,1471389
YGR143W,777929,777928
YNL240C,198308,198294
YOR264W,820457,820457
YML071C,129693,129679
YBR091C,426990,426990
YDL184C,130160,130169
YCR089W,272328,272315
YIR025W,404901,404901
YLR386W,896307,896361
YPR116W,759472,759472
YGL019W,459136,459136
YNL073W,490106,490106
YDR206W,864967,864967
YBR045C,328115,328115
YOR159C,633043,633043
YDR402C,1272163,1272163
YOL092W,145075,145073
YER008C,167711,167711
YMR306W,886424,886424
YBR145W,534958,534967
YML060W,153152,153152
YMR066W,404410,404410
YAL017W,124377,124375
YJL065C,314850,314849
YAL026C,95534,95534
YDR171W,807804,807804
YOR005C,334467,334467
YOL140W,60094,60091
YPL148C,272244,272244
YHR067W,232114,232114
YMR071C,410789,410639
YOL107W,113113,113113
YNR017W,663729,663729
YAL041W,65553,65553
YLR040C,228717,228713
YOR274W,839081,839081
YGL190C,145533,145549
YER056C-A,269276,269284
YDL143W,201695,201640
YIL079C,210938,210938
YCR106W,313387,313552
YLL028W,86694,86682
YKR101W,642684,642684
YEL057C,44949,44957
YLR059C,259474,259486
YGR082W,644727,644711
YDR407C,1283960,1283960
YGR118W,727906,727944
YOR347C,984807,984807
YIL119C,136610,136418
YBR111C,461204,461204
YAL024C,101423,101423
YMR122W-A,511876,511876
YJL214W,28544,28544
YPL022W,510300,510300
YER073W,305840,305840
YOL159C-A,15195,15203
YJR141W,696976,696976
YNL322C,33188,33188
YMR267W,802785,802785
YNL261W,156676,156676
YPL154C,259644,259635
YJR010C-A,457795,457795
YGL123W,278516,278540
YAL046C,56814,56831
YBR198C,616099,616099
YKL014C,411581,411581
YGR116W,724852,724852
YLR384C,888859,888841
YOR285W,850066,850066
YDR322W,1111782,1111767
YOR215C,746547,746533
YMR301C,867582,867582
YNR034W-A,693026,693026
YKL018C-A,403528,403528
YCR003W,119304,119304
YOR058C,433402,433402
YOR001W,329109,329109
YGL248W,36825,36825
YAL059W,37442,37442
YFL030W,78118,78123
YLL062C,16565,16560
YOL132W,72807,72807
YEL047C,65398,65398
YDL007C-A,436514,436514
YHR009C,123938,123938
YGR224W,944647,944647
YDR257C,969625,969625
YCR052W,216658,216658
YDR211W,887068,887068
YPL120W,324009,324058
YER107C,373290,373232
YDR326C,1120498,1120498
YHR079C-A,262230,262230
YCR021C,155853,155853
YNL330C,17945,17945
YOR202W,722784,722752
YJL107C,218818,218818
YMR112C,494041,493880
YGL215W,89556,89736
YBL047C,127799,127799
YOR062C,442712,442712
YNL223W,229102,229102
YNL016W,604619,604619
YBL016W,193670,193690
YMR110C,490184,490184
YGR149W,790541,790533
YCL044C,46894,46894
YER041W,234915,234915
YDR422C,1315176,1315178
YDL059C,343932,343933
YLR208W,560714,560770
YAR007C,156640,156640
YGL061C,388847,388847
YDR385W,1245846,1245846
YOR230W,772185,772185
YKR053C,534060,534060
YLL039C,63956,64024
YDL013W,430929,430929
YNL103W,429881,429812
YDL054C,359828,359830
YLR205C,552610,552610
YGL194C,140185,140185
YIL016W,321934,321934
YDL194W,114340,114341
YPR079W,700183,700183
YDR502C,1453059,1452937
YNR038W,697550,697665
YGL167C,187414,187345
YBR283C,768752,768746
YOR115C,538600,538600
YMR092C,451640,451649
YJL105W,226707,226707
YGL194C-A,139587,139587
YHR074W,248510,248534
YJL033W,386245,386176
YJR040W,510094,510094
YNL142W,359047,359047
YMR147W,559865,559865
YOR065W,448749,448750
YLR043C,231586,231586
YOR293W,868050,868050
YNL085W,469956,469956
YNL067W,500410,500410
YBR126C,488801,488801
YGR003W,502660,502660
YGR246C,982402,982402
YDR408C,1287982,1287987
YMR204C,669812,669827
YBR212W,650199,650199
YKR035W-A,508607,508607
YER059W,274009,274009
YGL133W,261496,261496
YCR044C,206877,206877
YPR178W,893691,893691
YOR076C,469321,469345
YDR058C,567508,567527
YKL120W,218574,218521
YDR291W,1043038,1043038
YOR302W,882754,882754
YDR110W,677910,677919
YIL078W,214696,214696
YCR053W,218355,218384
YOR224C,760630,760630
YDR388W,1251801,1251801
YPR073C,691665,691665
YPR191W,920658,920658
YBL095W,44146,44129
YLR426W,988137,988138
YNL190W,282925,282925
YKL211C,36508,36508
YDR034C-A,520534,520532
YDR512C,1470382,1470370
YOR363C,1019868,1019888
YBR288C,777886,777886
YJL002C,433114,433114
YKR075C,579647,579609
YKL068W-A,309840,309840
YPL046C,466562,466562
YOR303W,884154,884154
YHR177W,457919,457946
YLR324W,780960,780904
YDR214W,894077,894077
YMR265C,796510,796510
YBR117C,474180,474180
YLR021W,184164,184164
YHR003C,109969,109969
YIL120W,136254,136254
YGL048C,409979,409979
YGL012W,474411,474410
YNL201C,260338,260338
YGL209W,97088,97092
YJR002W,440788,440788
YER035W,223305,223306
YHL027W,53178,53253
YGL211W,93711,93804
YLR022C,184164,184017
YPL056C,453087,453087
YPR154W,835287,835292
YPL124W,317652,317655
YDR357C,1189112,1189112
YMR231W,736801,736800
YKR095W-A,626323,626323
YNL323W,33354,33370
YBL005W,220740,220745
YLR341W,808869,808838
YOL030W,269915,269915
YGL226W,73697,73716
YEL037C,81205,81205
YKR089C,605644,605644
YPL082C,398372,398372
YBR162W-A,565433,565433
YJR085C,585061,585071
YGR199W,899932,899932
YLR264C-A,673858,673895
YMR296C,859098,859098
YNL040W,554816,554816
YBR245C,707955,707955
YFR002W,152652,152652
YKL051W,342468,342468
YGL134W,257070,257072
YEL022W,115848,115854
YDL104C,273535,273535
YNL127W,387213,387213
YHR087W,281369,281369
YDR334W,1140558,1140560
YER010C,172620,172620
YJL062W,319876,319783
YER170W,527028,527027
YDR478W,1415304,1415304
YMR144W,554560,554465
YGR157W,805170,805170
YHR131C,364982,364982
YOL038W,256258,256258
YBL059C-A,110000,109982
YNL131W,379457,379631
YJR063W,555624,555656
YGL135W,255295,255289
YOR362C,1017786,1017786
YCL004W,110650,110808
YJR102C,619092,619092
YBR257W,729793,729793
YIL009W,341712,341715
YBR208C,636634,636651
YOR161C,636846,636846
YDL087C,300069,300069
YPL095C,368105,368112
YML029W,220119,220119
YDL215C,70487,70542
YPL036W,485638,485638
YPR145W,824514,824514
YGL121C,280498,280498
YAR028W,185721,185705
YLR354C,836136,836136
YLR399C,919165,919257
YOR072W-B,464566,464582
YJL084C,274691,274691
YNL106C,420791,420791
YDR461C-A,1385410,1385412
YMR297W,863565,863561
YJL136W-A,156161,156161
YGR140W,770421,770279
YDR508C,1466215,1466215
YOR151C,612881,612880
YPR042C,650039,650039
YOR179C,671665,671665
YCL059C,22297,22369
YMR269W,805168,805120
YDR219C,905320,905311
YPL159C,250728,250728
YNL321W,37410,37399
YKL206C,48890,48890
YGL093W,337596,337596
YKL198C,68204,68214
YDL090C,295009,295004
YJL163C,111640,111635
YBR272C,746249,746249
YDR480W,1418567,1418567
YAL023C,106184,106184
YBL103C,21709,21709
YGL031C,437424,437466
YFL053W,25130,25130
YOL040C,252948,252948
YBR030W,300045,300182
YDL185W,130160,130169
YMR153W,566053,566053
YLR148W,437525,437525
YOR349W,992954,992954
YGR131W,755439,755439
YGR059W,609066,609064
YGR145W,784021,784021
YLR319C,769083,769083
YDR425W,1321908,1321908
YGL183C,156553,156553
YNL220W,235795,235795
YOR097C,506848,506848
YJL087C,269788,269827
YEL061C,36215,36219
YBR230C,679498,679498
YKL010C,421370,421370
YIL030C,295898,296050
YDR538W,1511755,1511755
YOR342C,966651,966656
YBL020W,184171,184171
YPL193W,182719,182707
YKL095W,263111,263111
YHL020C,66170,66170
YPL267W,38810,38810
YGL254W,23200,23200
YGL110C,301282,301282
YPL042C,472899,472899
YJL109C,211928,211936
YIL045W,272981,272981
YPL028W,499423,499423
YPL249C-A,75485,75485
YIL136W,94848,94848
YCR066W,233115,233111
YMR150C,561784,561784
YJL048C,347248,347248
YOL033W,265112,265112
YCR024C-A,162584,162584
YFL001W,148394,148394
YBL063W,105350,105350
YER067W,292684,292684
YOR057W,433402,433402
YFR050C,248865,248865
YLR220W,578032,578028
YLR146W-A,434095,434095
YKR025W,488636,488679
YEL071W,18030,18030
YPL226W,125565,125554
YNL237W,206679,206679
YER174C,538247,538275
YPL101W,361608,361608
YDR472W,1404219,1404219
YBR038W,314944,314944
YJL209W,40008,40014
YDL192W,117071,117069
YPR105C,736974,736974
YGL162W,199168,199168
YPR100W,730251,730249
YOR384W,1063644,1063583
YLR060W,262786,262786
YDR473C,1404182,1404182
YIL003W,350034,350044
YBR296C-A,800143,800143
YER180C,549745,549745
YIL064W,242695,242714
YDL145C,194403,194403
YER061C,278277,278277
YKR094C,617769,617769
YCR031C,177300,177301
YLR094C,327560,327559
YHR013C,130637,130730
YOL154W,35432,35432
YOL164W-A,4338,4336
YHR082C,268099,268099
YDL229W,46011,46026
YDL219W,66121,66121
YCL005W-A,107574,107582
YDR001C,450236,450236
YLR234W,611738,611738
YDR150W,763921,763921
YGR278W,1048659,1048659
YBR156C,550933,550933
YHR045W,197366,197365
YNL138W-A,366755,366755
YDL131W,228835,228859
YGL076C,364168,364145
YMR229C,725812,725812
YOR310C,896628,896629
YMR019W,315030,315030
YFL003C,134572,134572
YCL058C,23618,23618
YDL201W,100495,100495
YBL043W,137548,137548
YBR165W,569671,569671
YLL018C-A,108659,108659
YMR142C,550047,550068
YLR455W,1054825,1054823
YDR411C,1293265,1293381
YKR015C,466951,466935
YFR012W-A,169239,169233
YGR079W,642010,642020
YDL006W,440848,440848
YPL090C,377103,377103
YGR225W,946955,946955
YKL063C,320821,320802
YNL247W,185380,185380
YPL151C,266048,266045
YLR392C,904701,904700
YDL061C,340434,340434
YGR053C,595028,595028
YBR201W,624330,624330
YKL181W,108746,108746
YMR285C,839978,839978
YPL038W,481199,481199
YPL083C,396534,396492
YPL065W,428770,428770
YPL219W,138396,138395
YLR196W,545749,545776
YBR093C,429467,429467
YLR014C,171897,171936
YPL158C,252058,252058
YHL009C,83750,83750
YGL126W,272377,272436
YPR107C,741300,741289
YDR530C,1496566,1496566
YOL025W,276897,276897
YHR154W,406271,406271
YHR007C,119730,119730
YDR520C,1480934,1480934
YDR293C,1045419,1045419
YMR277W,822589,822590
YHR101C,314652,314652
YGL257C,12343,12343
YDR105C,665181,665345
YCL039W,54982,54982
YJR052W,533758,533749
YBL046W,133995,133995
YJL156C,126601,126731
YNL244C,186967,186967
YDR477W,1414331,1414331
YPL027W,500375,500403
YDR079C-A,603431,603445
YDR249C,958595,958595
YBL056W,115579,115591
YGR169C-A,836102,836083
YML072C,124530,124530
YBR167C,571414,571414
YNL124W,394370,394370
YHR171W,447626,447626
YLR286C,708215,708215
YPL089C,379010,379010
YDL209C,85963,85963
YDR183W,830540,830532
YGR244C,977932,977932
YOL048C,240090,240090
YLR181C,516621,516544
YGL192W,144100,144100
YPR147C,825454,825454
YLR032W,208502,208502
YAL049C,51741,51741
YHR068W,233460,233460
YHR035W,180282,180282
YNL036W,560587,560579
YBR154C,548281,548259
YDR359C,1191749,1191749
YIR005W,365484,365484
YPR176C,890880,890878
YCL037C,57194,57197
YDR501W,1453134,1453134
YFL022C,93299,93299
YML059C,153152,153152
YML081W,108712,108706
YLR278C,699890,699890
YJL052C-A,337884,337884
YHR169W,443490,443485
YBR072W,382874,382874
YDR513W,1471571,1471571
YDL208W,88121,88010
YIL153W,56378,56378
YGR097W,682312,682312
YKR079C,586687,586687
YNL032W,575433,575433
YDL223C,57232,57223
YPR069C,684550,684550
YJL013C,409461,409461
YLR342W-A,816067,816067
YDL133W,223780,223754
YGL038C,425031,425031
YJR066W,566891,566891
YAL061W,34886,34886
YJL028W,391598,391598
YNL067W-B,499513,499532
YIR030C,412078,412079
YGR014W,520998,520909
YNR065C,750316,750316
YFL041W-A,48946,48946
YCR019W,153982,154146
YDL188C,123661,123660
YGR076C,636877,636877
YLR316C,765172,765143
YDR511W,1470563,1470563
YOL137W,67422,67422
YIL140W,88007,88001
YOR383C,1060348,1060348
YMR176W,615968,615973
YBR258C,729620,729620
YPL174C,220040,220040
YOR035C,397646,397646
YDR259C,974540,974443
YNL277W-A,116882,116882
YOR155C,626481,626482
YGL187C,149493,149491
YJL005W,431464,431290
YPR119W,773494,773486
YMR093W,455597,455594
YLR099C,339679,339679
YGR061C,611907,611910
YOR327C,930620,930620
YBL011W,206071,206072
YNR014W,653156,653156
YDL106C,270139,270139
YLR371W,867000,867000
YPL207W,162368,162368
YNR029C,677011,677005
YKR061W,559081,559081
YDR208W,870609,870607
YGL100W,314363,314363
YDR246W,955045,955045
YDR156W,770093,769988
YLR415C,954247,954247
YJL047C-A,348653,348653
YFR032C,222115,222115
YBR037C,310462,310592
YJL062W-A,317263,317263
YCR094W,288268,288268
YKR074W,579828,579828
YPL060W,435746,435741
YKL218C,17236,17237
YER027C,208973,208980
YHR174W,452795,452795
YNL115C,409998,409998
YOR049C,422470,422470
YDR423C,1317885,1317885
YOL063C,207436,207436
YJL025W,395735,395735
YMR179W,622267,622256
YPR029C,624194,624194
YKR009C,454440,454440
YGR036C,558233,558243
YER038C,226859,226855
YGL241W,48635,48634
YDR434W,1333035,1332867
YHR073W,245654,245654
YML099C,74224,74224
YOR270C,827841,828022
YDL053C,361579,361583
YPL229W,118013,117859
YOR074C,466630,466630
YER184C,555900,556049
YGR161C,808293,808304
YKR098C,632894,632850
YKR030W,501294,501281
YNL301C,63474,63474
YGR066C,621006,621006
YMR291W,854550,854550
YLR387C,896307,896361
YDR124W,701513,701508
YGR035C,556995,556995
YNL250W,179477,179473
YHR199C-A,498474,498476
YGL203C,112369,112369
YER115C,394129,394129
YGR031W,547826,547725
YLR135W,415589,415589
YML097C,78326,78313
YMR130W,533134,533010
YPL110C,340955,340955
YPR036W-A,646455,646473
YOR134W,580078,580078
YKR003W,446771,446769
YML017W,239081,239077
YBR162C,562809,562809
YER052C,256239,256202
YOR211C,738834,738834
YML041C,194734,194734
YCL026C-B,73324,73324
YLL036C,66746,66746
YPR159W,860069,860069
YGL255W,22109,22109
YCR009C,130712,130712
YLR147C,434095,434095
YGL058W,394784,394785
YKL222C,3233,3233
YBL031W,162837,162837
YJL146W,144872,144872
YMR161W,578506,578506
YLL029W,83725,83725
YKL082C,280852,280852
YNL048W,539884,539886
YML087C,94268,94251
YOL070C,196922,196920
YGR041W,579259,579259
YCR098C,296837,296839
YJR121W,649440,649502
YJR017C,466220,466220
YLR056W,255021,255021
YLR457C,1055632,1055632
YPR187W,911914,911942
YGR075C,636068,636068
YML001W,267922,267922
YCR037C,194265,194263
YGR249W,989391,989390
YDR523C,1485650,1485664
YDL227C,46171,46170
YGR211W,916840,916840
YGL188C-A,148823,148823
YLR067C,267858,267878
YGR188C,871948,871948
YDR490C,1431866,1431867
YLL024C,95390,95402
YPL146C,276001,276001
YLR091W,323401,323401
YOR208W,736343,736345
YPL072W,420023,420023
YDR103W,661168,661225
YDR304C,1071713,1071898
YNL146W,352294,352294
YDR484W,1424890,1424890
YLR074C,281839,281840
YJR022W,470280,470282
YMR244C-A,758464,758464
YPR114W,754262,754255
YOR305W,889869,889869
YKR049C,526750,526862
YJL051W,342335,342335
YKR034W,507683,507683
YGL225W,78096,78096
YGR121C,731392,731392
YLR320W,776265,776435
YML058W-A,159122,159139
YPL165C,238047,238012
YER175W-A,540871,540730
YFL045C,43484,43484
YHL010C,81731,81731
YFR023W,201715,201676
YMR113W,496392,496392
YPR072W,691908,691851
YLR456W,1055864,1055863
YOR061W,442836,442858
YDL051W,364817,364817
YDR075W,598189,598189
YML131W,11546,11495
YBR254C,723599,723581
YJR104C,622455,622548
YOL138C,61379,61379
YHR208W,518924,518959
YFL036W,62979,62979
YER145C,460363,460363
YGL096W,326162,326162
YDL003W,446522,446405
YLR007W,165496,165496
YGR019W,526653,526653
YPL237W,101533,101533
YPL176C,215937,215936
YCL051W,37673,37618
YDL088C,298292,298292
YML056C,162011,162011
YPL078C,407677,407783
YCR002C,117232,117229
YML124C,21955,21938
YOR247W,798389,798389
YGR124W,741833,741831
YNL212W,249939,249980
YMR288W,848485,848485
YJL046W,353919,353924
YLR421C,964843,964843
YJL121C,190388,190387
YNL097C,441195,441179
YBR294W,791717,791718
YJL076W,298922,298922
YOR332W,944368,944368
YIL075C,217711,217711
YGL068W,375839,375839
YBL022C,177825,177826
YJL127C,182205,182205
YLR102C,342858,342858
YKR026C,488509,488509
YMR037C,344135,344134
YOR361C,1015193,1015374
YMR175W-A,611482,611482
YBR186W,602363,602394
YER088C,333122,333122
YER069W,298164,298164
YHR138C,377194,377206
YDR097C,640091,640115
YOL152W,42790,42790
YER110C,378637,378637
YPL239W,100352,100352
YJR074W,573948,573948
YBR044C,324312,324315
YER176W,545208,545208
YLR120C,386134,386134
YEL013W,130771,130771
YOR359W,1013116,1013117
YML007C-A,253235,253236
YDR493W,1436647,1436647
YDL089W,298292,298292
YNL054W,529873,529878
YBL084C,66947,66947
YDR186C,832819,832819
YIL112W,154901,154901
YDR400W,1272163,1272163
YLR437C,1011428,1011426
YMR024W,323109,323109
YLR218C,573446,573446
YKL023C-A,393053,393053
YEL018W,122330,122492
YMR124W,517377,517377
YER001W,155954,155980
YDR315C,1092761,1092762
YGL037C,427093,427079
YNL161W,334989,334989
YLR154C,447852,447852
YLR104W,347100,347102
YPR166C,876160,876159
YEL040W,79590,79590
YOL047C,241575,241578
YBR177C,584688,584780
YIL135C,94848,94848
YDR284C,1030506,1030506
YDL167C,160767,160762
YBL013W,203216,203216
YOR003W,332941,332941
YLR422W,971800,971843
YOR107W,522617,522617
YLR118C,384527,384527
YDR065W,581817,581817
YLL004W,142951,142951
YDR040C,535067,535067
YBL021C,181590,181589
YBL039W-B,143736,143736
YBR219C,662435,662435
YPR019W,599728,599728
YIL159W,46050,46040
YJR076C,575109,575109
YEL002C,148584,148584
YMR146C,557317,557287
YHR113W,338045,338045
YMR104C,473510,473510
YLR109W,369457,369328
YNR019W,667231,667234
YIL048W,264920,265080
YNR056C,731636,731636
YHL047C,8240,8240
YDL220C,62267,62267
YKL138C-A,184405,184405
YDR140W,734887,734904
YML106W,57460,57460
YLR312C,757565,757565
YOR064C,445978,445982
YLR152C,442696,442696
YHL038C,23496,23424
YNL279W,112843,112843
YGR054W,598745,598745
YDL110C,264472,264472
YJL108C,217788,217788
YPL271W,30481,30481
YKL163W,145465,145465
YPR024W,612827,612828
YPR065W,681255,681255
YJL068C,312962,312962
YOR156C,628205,628205
YKL207W,49051,49051
YDR265W,1000102,1000103
YBR042C,320297,320292
YCL035C,60649,60649
YPR111W,749267,749267
YGR111W,717140,717140
YFL050C,33065,33065
YIL005W,347821,347853
YIL014C-A,325094,325096
YCR071C,239980,239995
YLL027W,88230,88234
YMR289W,849964,849964
YDR096W,640188,640213
YGR135W,762272,762272
YPL128C,306159,306159
YBR195C,610505,610505
YOR177C,665588,665578
YOL065C,204708,204708
YOR330C,939405,939405
YPR158W,844082,844082
YPL002C,553318,553273
YAR035C-A,192309,192309
YHR149C,394402,394402
YNL082W,476090,476107
YKR041W,518943,518941
YNL210W,251714,251702
YKR018C,473661,473661
YPR164W,875192,875192
YBR193C,608860,608855
YGR080W,643226,643226
YOR144C,602647,602642
YHR019C,141705,141705
YHR117W,344340,344340
YGR212W,918578,918578
YOR037W,402814,402790
YDR198C,852434,852434
YLR227C,590513,590359
YLR310C,751933,752073
YOL097W-A,136642,136662
YHR018C,139764,139764
YLR244C,625173,625173
YOL078W,185141,185141
YDR525W-A,1491080,1491080
YHR198C,496094,496288
YIL006W,345178,345208
YKR091W,612262,612235
YMR280C,827054,827062
YDR436W,1337057,1337063
YDR160W,778902,778902
YBR085W,417173,417174
YDR414C,1295392,1295392
YBL101C,24826,24826
YHR162W,423582,423582
YJR080C,580234,580234
YLL018C,109786,109780
YJR042W,516277,516277
YGR264C,1019436,1019436
YIL015W,324213,324213
YML112W,46174,46174
YDR297W,1057800,1057790
YKL071W,305888,305830
YOL096C,138041,138046
YHL019C,67611,67611
YDR044W,547877,547877
YIL106W,167435,167608
YOR344C,976974,976974
YJL194W,70975,70980
YBR194W,610651,610659
YLR438W,1013942,1013942
YDL138W,215711,215711
YBR018C,274396,274396
YBR261C,734607,734607
YNL283C,105071,105072
YOL163W,10183,10183
YHR136C,374535,374536
YOR297C,874680,874680
YJR091C,594852,594852
YER062C,279648,279644
YFL046W,43511,43519
YER169W,525955,525955
YPL269W,35109,35109
YKL050C,342884,342886
YNL277W,118851,118859
YGR266W,1024957,1024957
YIR002C,357213,357203
YBR183W,597132,597137
YGL258W,12086,12086
YMR158C-A,573099,573099
YDR184C,830347,830477
YER044C-A,238393,238393
YGL163C,193737,193737
YJR065C,557704,557704
YPL059W,445196,445192
YMR171C,603659,603659
YDR123C,698523,698523
YGR142W,773849,773849
YGL032C,436408,436404
YCR020C-A,154706,154719
YER158C,488784,488776
YHL023C,58972,59057
YNL302C,61751,61751
YNR041C,700591,700591
YGR172C,842730,842730
YOR336W,954020,954025
YDR245W,954066,954065
YPR013C,584534,584544
YMR128W,527659,527791
YNL129W,382322,382323
YOL127W,81312,81311
YMR264W,796629,796629
YMR140W,549186,549192
YIR011C,377245,377245
YMR118C,502173,502173
YDL135C,218596,218596
YGL001C,495378,495378
YDL211C,79075,79088
YBR285W,774292,774292
YDR197W,852434,852434
YDR368W,1215015,1215015
YKL173W,125679,125679
YGL050W,406851,406851
YBL058W,112877,112880
YLR265C,674292,674274
YHR038W,184918,184782
YJR100C,616288,616290
YBR290W,783570,783571
YNR043W,703182,703220
YDR255C,966273,966259
YLL014W,121675,121686
YLR357W,844208,844208
YDR079W,603431,603445
YBR033W,304713,304723
YDL124W,241171,241171
YBR175W,583391,583391
YHR090C,283609,283614
YBR009C,255164,255164
YHR108W,330145,330145
YGL169W,187529,187529
YPL168W,232613,232613
YPL257W,63940,63940
YNL100W,438442,438448
YNL006W,621189,621186
YJR030C,483894,483894
YLR333C,795371,795371
YPL113C,335953,335953
YHR024C,157585,157403
YHR104W,324507,324507
YMR115W,499355,499355
YJR067C,566891,566891
YML043C,190037,190031
YDR228C,921887,921887
YKR081C,591494,591498
YOR182C,678046,678046
YJR088C,586413,586413
YOL159C,17323,17323
YDR527W,1492498,1492498
YMR109W,490276,490276
YOR142W,594185,594185
YJL094C,251653,251650
YOL060C,213717,213719
YFL027C,80431,80431
YDR026C,492458,492458
YPL214C,148443,148443
YEL039C,79590,79735
YHR119W,349375,349380
YGL251C,27491,27491
YDR018C,482642,482642
YMR185W,631978,631978
YBR081C,401165,401194
YDR087C,617340,617338
YNL197C,267451,267445
YER120W,401959,401981
YPL161C,244168,244163
YNR023W,672196,672182
YOR187W,685455,685455
YMR070W,410789,410767
YDL005C,440848,440848
YDR348C,1170113,1170113
YJR048W,526794,526794
YBR020W,280518,280518
YNL157W,341003,340998
YBR259W,732631,732629
YOL084W,165367,165366
YHR100C,313801,313807
YLR114C,374817,374817
YPL108W,349047,349047
YJR145C,701989,701989
YMR139W,547413,547413
YKR038C,511999,511997
YPR078C,697123,697119
YDR288W,1038190,1038190
YHR103W,323092,323113
YCR026C,163996,163996
YHR040W,189176,189176
YOL055C,224438,224438
YKL180W,110162,110155
YML067C,138987,138987
YJL140W,151650,151594
YDL195W,111117,111117
YMR237W,745994,745994
YHR089C,282455,282455
YNR011C,644122,644138
YJL093C,254597,254696
YPL222W,132368,132368
YOR316C-A,907672,907681
YMR219W,712219,712219
YIL113W,151183,151183
YLR002C,154235,154235
YPR201W,941191,941191
YIL021W,314014,314014
YEL017C-A,122620,122619
YER057C,270698,270698
YCR057C,220343,220343
YOL129W,78245,78356
YJL092W,261021,261012
YPL179W,210029,210029
YNL254C,167811,167811
YER123W,406798,406798
YMR087W,443405,443405
YBR264C,737796,737795
YKR043C,520723,520719
YDR437W,1337830,1337832
YPL016W,525070,525137
YOL120C,93260,93287
YGL071W,374178,374178
YPR074C,692702,692702
YIL057C,247874,247874
YER049W,253689,253689
YLL006W,137935,137953
YNL104C,424892,424892
YMR182W-A,625856,625856
YDR148C,753438,753438
YIL129C,105894,106058
YOL115W,103318,103318
YDR311W,1087027,1087001
YKL065C,316409,316409
YBR024W,290546,290546
YPL050C,460553,460553
YLR011W,169846,169848
YMR266W,801489,801490
YFL044C,44471,44471
YOR126C,559985,559985
YER119C,399439,399439
YJR151C,712155,712312
YML115C,40174,40174
YDL213C,77216,77256
YJL111W,209761,209784
YMR119W,507287,507287
YOR017W,363929,363929
YBL041W,141974,141974
YIL039W,279902,279899
YOR022C,373741,373741
YDR410C,1292349,1292349
YKL088W,277223,277223
YOR317W,911723,911688
YBR102C,445009,445009
YIL073C,222905,222905
YLR284C,706073,706073
YGL222C,80505,80515
YHR182W,470575,470568
YPR035W,643518,643518
YHR192W,487763,487768
YPR137W,804254,804254
YER155C,476161,476161
YIL026C,304370,304370
YGL250W,32802,32802
YDL156W,176389,176389
YAR031W,187848,187848
YPL045W,469927,469929
YKL037W,369804,369804
YPR071W,688852,688852
YDR092W,630711,630711
YHR010W,127630,127694
YJL172W,99658,99706
YGL047W,412249,412261
YNL121C,398449,398450
YHR083W,273754,273610
YKR031C,501091,501091
YLR263W,673144,673144
YDR287W,1037207,1037207
YCL064C,15790,15790
YJR152W,721239,721240
YIL023C,309407,309407
YDR125C,701353,701353
YKR005C,448485,448485
YLR095C,329538,329538
YKR057W,552485,552485
YJL186W,82095,82095
YGR028W,543342,543373
YLR247C,628517,628508
YPL208W,159717,159717
YDR374W-A,1225326,1225326
YNL112W,416404,416404
YDL160C,170231,170250
YDL132W,226941,226940
YPL242C,90412,90412
YHR094C,290754,290754
YOR339C,958138,958138
YGR170W,840850,840835
YBR225W,673628,673487
YEL035C,84957,85034
YDR494W,1438137,1438165
YBR114W,469621,469734
YNR039C,697550,697550
YAL039C,68708,68706
YPL029W,497684,497684
YLR053C,248190,248190
YML023C,226884,226884
YHL029C,45865,45905
YDR364C,1202649,1202649
YDR121W,694185,694185
YKR065C,565176,565158
YGL208W,98626,98626
YMR183C,626634,626643
YIR026C,404710,404710
YML085C,97735,97737
YBR249C,716776,716776
YGR254W,1002324,1002449
YDR363W,1200753,1200753
YLL040C,54115,54244
YER103W,366613,366613
YIL101C,175348,175334
