orf_name,gene,TSS,chr,strand,f_gene_index,replication_timing,replication_H_index,expression_at_replication,replication_direction
YER154W,OXA1,475017,5,+,1479,51.29378474,192,11.428814745033238,left
YER155C,BEM2,482911,5,-,1480,44.72598474,179,14.253012172992149,left
YER156C,YER156C,484358,5,-,1481,43.71558474,177,12.112133682667752,left
YER157W,COG3,484773,5,+,1482,43.71558474,177,11.204479781249502,left
YER161C,SPT2,500387,5,-,1483,37.14778474,164,10.610371374574099,left
YER162C,RAD4,502930,5,-,1484,37.14778474,164,9.464304840588241,right
YER163C,YER163C,503791,5,-,1485,39.67388474,169,10.145832632336921,late_trough
YER164W,CHD1,505071,5,+,1486,39.16868474,168,12.373477304546263,early_peak
YER165W,PAB1,510224,5,+,1487,42.70508474,175,15.419706204584978,right
YER166W,DNF1,512466,5,+,1488,46.24158474,182,13.199155396992081,right
YER167W,BCK2,518193,5,+,1489,47.75728474,185,11.698964026544663,late_trough
YER168C,CCA1,522696,5,-,1490,46.74678474,183,11.354089549680854,early_peak
YER169W,RPH1,523097,5,+,1491,48.76768474,187,9.938718722077693,right
YER170W,ADK2,525895,5,+,1492,50.788584740000005,191,8.421857071501726,right
YER171W,RAD3,526934,5,+,1493,50.788584740000005,191,11.69422613659358,left
YER172C,BRR2,536069,5,-,1494,48.76768474,187,12.809741732618154,left
YER173W,RAD24,536301,5,+,1495,48.76768474,187,9.745581747915164,left
YER174C,GRX4,539283,5,-,1496,48.262484740000005,186,9.953165472694922,left
YER175C,TMT1,540383,5,-,1497,48.262484740000005,186,11.928162484137477,right
YER175W-A,YER175W-A,540515,5,+,1498,48.262484740000005,186,5.929423452654722,left
YER176W,ECM32,541649,5,+,1499,46.74678474,183,11.915951386358413,left
YER177W,BMH1,545573,5,+,1500,44.22078474,178,14.49703792518868,left
YER178W,PDA1,546790,5,+,1501,44.22078474,178,13.952070206189138,right
YER179W,DMC1,548421,5,+,1502,44.72598474,179,7.156186348542552,right
YER180C,ISC10,550527,5,-,1503,44.72598474,179,9.163261424616856,right
YER180C-A,SLO1,551171,5,-,1504,45.736384740000005,181,8.10285892521474,right
YER182W,FMP10,552491,5,+,1505,45.736384740000005,181,9.91918297716464,right
YER183C,FAU1,553971,5,-,1506,46.24158474,182,9.681026070223666,late_trough
YER184C,YER184C,559112,5,-,1507,45.736384740000005,181,9.622296143538572,left
YER185W,PUG1,559454,5,+,1508,45.736384740000005,181,7.277488875082751,left
YER186C,YER186C,562805,5,-,1509,45.23118474,180,10.57022700571432,early_peak
YER187W,YER187W,565529,5,+,1510,52.30418474,194,6.236267568213114,right
YFL056C,AAD6,16493,6,-,1511,51.79898474,193,9.471640808162919,right
YFL055W,AGP3,16683,6,+,1512,51.79898474,193,7.740864852501609,right
YFL054C,YFL054C,22853,6,-,1513,52.30418474,194,9.379840724252485,right
YFL053W,DAK2,23423,6,+,1514,52.30418474,194,5.981955999758166,right
YFL052W,YFL052W,28232,6,+,1515,52.30418474,194,7.059088711304439,right
YFL051C,YFL051C,30540,6,-,1516,52.30418474,194,6.057142301854691,right
YFL050C,ALR2,36622,6,-,1517,52.30418474,194,10.231392676883102,right
YFL049W,SWP82,36800,6,+,1518,52.30418474,194,10.54043409700069,right
YFL048C,EMP47,40214,6,-,1519,52.30418474,194,12.159749704477838,right
YFL047W,RGD2,40414,6,+,1520,52.30418474,194,11.556438157711549,right
YFL046W,FMP32,42798,6,+,1521,52.30418474,194,9.797657498096642,right
YFL045C,SEC53,44479,6,-,1522,52.30418474,194,14.998408284722329,right
YFL044C,OTU1,45580,6,-,1523,52.30418474,194,10.003235057843622,right
YFL042C,YFL042C,47778,6,-,1524,52.30418474,194,10.049873800091806,right
YFL041W-A,YFL041W-A,47917,6,+,1525,52.30418474,194,6.874639246580898,right
YFL041W,FET5,49132,6,+,1526,52.30418474,194,11.617055712611615,left
YFL040W,YFL040W,51350,6,+,1527,51.29378474,192,5.152421788807366,left
YFL039C,ACT1,54817,6,-,1528,49.27288474,188,16.106333781068138,left
YFL038C,YPT1,56011,6,-,1529,46.74678474,183,12.935557735468691,left
YFL037W,TUB2,56266,6,+,1530,46.74678474,183,13.950051704908663,right
YFL036W,RPO41,58578,6,+,1531,46.74678474,183,12.16722391606204,left
YFL034C-B,MOB2,64039,6,-,1532,46.24158474,182,9.530484198943858,left
YFL034C-A,RPL22B,64975,6,-,1533,46.24158474,182,11.627098970224528,right
YFL034W,YFL034W,65308,6,+,1534,47.75728474,185,11.295382137815956,right
YFL033C,RIM15,74669,6,-,1535,48.76768474,187,11.008233497555391,right
YFL031W,HAC1,75114,6,+,1536,48.76768474,187,14.932262765830197,right
YFL030W,AGX1,76717,6,+,1537,48.76768474,187,7.860263109662353,left
YFL025C,BST1,87312,6,-,1538,48.262484740000005,186,11.0560142290086,early_peak
YFL024C,EPL1,90629,6,-,1539,48.76768474,187,10.490679493988937,right
YFL023W,BUD27,90973,6,+,1540,48.76768474,187,10.865011936422091,right
YFL022C,FRS2,95070,6,-,1541,48.76768474,187,12.669719153046422,right
YFL021W,GAT1,96104,6,+,1542,48.76768474,187,10.75593873822749,left
YFL020C,PAU5,99599,6,-,1543,45.23118474,180,5.472074129062992,left
YFL018C,LPD1,103207,6,-,1544,41.18948474,172,13.117126748854982,left
YFL017W-A,SMX2,103657,6,+,1545,41.18948474,172,9.434526466626705,right
YFL017C,GNA1,104495,6,-,1546,41.18948474,172,10.724787904982232,left
YFL016C,MDJ1,106327,6,-,1547,38.15818474,166,12.743515929898019,left
YFL014W,HSP12,107198,6,+,1548,37.14778474,164,8.465843697910893,left
YFL013C,IES1,109964,6,-,1549,36.64258474,163,11.53630853245203,left
YFL012W,YFL012W,110647,6,+,1550,36.64258474,163,5.693417068090967,left
YFL011W,HXT10,112044,6,+,1551,36.13738474,162,5.770483414165267,left
YFL010W-A,AUA1,114743,6,+,1552,35.63218474,161,5.646006993511473,left
YFL010C,WWM1,115773,6,-,1553,35.12698474,160,12.445138896588888,left
YFL009W,CDC4,115954,6,+,1554,35.12698474,160,11.159537631850577,left
YFL008W,SMC1,119389,6,+,1555,34.62168474,159,12.449592617342304,early_peak
YFL007W,BLM10,123359,6,+,1556,36.64258474,163,13.339940175467616,late_trough
YFL005W,SEC4,130165,6,+,1557,35.12698474,160,12.161394499644198,left
YFL004W,VTC2,131659,6,+,1558,32.60088474,155,13.556523381815596,early_peak
YFL002C,SPB4,146959,6,-,1559,37.65298474,165,11.30370923940571,right
YFL001W,DEG1,147079,6,+,1560,38.15818474,166,10.574830869921612,late_trough
YFR001W,LOC1,149103,6,+,1561,37.65298474,165,11.275268935299367,left
YFR002W,NIC96,150000,6,+,1562,37.65298474,165,12.578678249700822,left
YFR003C,YPI1,153180,6,-,1563,37.14778474,164,10.44491173666707,left
YFR004W,RPN11,153364,6,+,1564,37.14778474,164,12.79562376803628,right
YFR005C,SAD1,155881,6,-,1565,37.14778474,164,10.575869566358683,right
YFR006W,YFR006W,156222,6,+,1566,37.14778474,164,12.702126678605051,left
YFR007W,YFH7,159513,6,+,1567,34.116484740000004,158,9.208728804761071,left
YFR008W,FAR7,160532,6,+,1568,34.116484740000004,158,8.218171077151403,left
YFR009W,GCN20,162417,6,+,1569,30.57998474,151,12.996928681497465,left
YFR010W,UBP6,165025,6,+,1570,27.98208474,97,12.256919358242449,early_peak
YFR011C,AIM13,167283,6,-,1571,28.55918474,147,10.221329499692487,right
YFR012W,YFR012W,167978,6,+,1572,28.55918474,147,5.68408600088401,right
YFR012W-A,YFR012W-A,169224,6,+,1573,29.56958474,149,5.113969713206361,right
YFR013W,IOC3,169876,6,+,1574,29.56958474,149,11.632343167811939,right
YFR014C,CMK1,174002,6,-,1575,34.62168474,159,10.45958556612018,right
YFR015C,GSY1,176391,6,-,1576,36.13738474,162,9.606411472096246,right
YFR016C,YFR016C,180838,6,-,1577,38.66338474,167,11.975051614195127,right
YFR017C,YFR017C,182861,6,-,1578,38.66338474,167,7.699300937497447,right
YFR018C,YFR018C,184284,6,-,1579,39.16868474,168,11.152969736256567,right
YFR019W,FAB1,184496,6,+,1580,39.16868474,168,11.88759705887213,left
YFR021W,ATG18,194719,6,+,1581,32.09568474,154,10.298889420898114,left
YFR022W,ROG3,196566,6,+,1582,29.56958474,149,8.940882627033231,left
YFR023W,PES4,199874,6,+,1583,27.40488474,96,5.800774230143442,early_peak
YFR024C-A,LSB3,203444,6,-,1584,30.07478474,150,11.951556886441715,right
YFR025C,HIS2,204775,6,-,1585,30.07478474,150,10.806630433838324,right
YFR026C,ULI1,207242,6,-,1586,36.13738474,162,7.193658741981549,right
YFR027W,ECO1,207387,6,+,1587,36.13738474,162,8.376019667401843,right
YFR028C,CDC14,210127,6,-,1588,37.14778474,164,11.883877232636493,right
YFR029W,PTR3,210874,6,+,1589,37.14778474,164,9.314324868228805,right
YFR030W,MET10,213198,6,+,1590,38.66338474,167,14.350866933863644,right
YFR031C,SMC2,220142,6,-,1591,41.18948474,172,11.759243242102649,right
YFR031C-A,RPL2A,221479,6,-,1592,43.71558474,177,15.396279289476704,right
YFR032C,RRT5,222959,6,-,1593,43.71558474,177,6.660061283471817,right
YFR032C-A,RPL29,223826,6,-,1594,45.736384740000005,181,15.147683767997934,right
YFR032C-B,YFR032C-B,223973,6,-,1595,45.736384740000005,181,6.136282011213471,right
YFR033C,QCR6,224876,6,-,1596,45.736384740000005,181,12.784748630689313,right
YFR034C,PHO4,225990,6,-,1597,46.74678474,183,12.098704420991082,right
YFR035C,YFR035C,226465,6,-,1598,46.74678474,183,5.69955834376303,right
YFR036W,CDC26,226942,6,+,1599,46.74678474,183,8.656435028827477,left
YFR037C,RSC8,229193,6,-,1600,46.24158474,182,12.37421895755147,left
YFR038W,IRC5,229395,6,+,1601,46.24158474,182,11.604675001729763,right
YFR039C,YFR039C,233674,6,-,1602,48.76768474,187,11.363539000567544,right
YFR040W,SAP155,233975,6,+,1603,48.76768474,187,12.139780371714389,right
YFR041C,ERJ5,238291,6,-,1604,50.788584740000005,191,11.02347641157718,right
YFR042W,KEG1,238411,6,+,1605,50.788584740000005,191,9.50530635160324,right
YFR043C,IRC6,239855,6,-,1606,51.79898474,193,9.056080178890491,right
YFR044C,DUG1,241456,6,-,1607,52.30418474,194,13.85616648207121,right
YFR045W,YFR045W,241983,6,+,1608,52.30418474,194,9.200525260940024,right
YFR046C,CNN1,244159,6,-,1609,52.30418474,194,8.822025160587565,right
YFR047C,BNA6,245203,6,-,1610,52.30418474,194,10.618569456917394,right
YFR048W,RMD8,246081,6,+,1611,52.30418474,194,10.716147081295677,right
YFR049W,YMR31,248362,6,+,1612,52.30418474,194,10.265835338176773,left
YFR050C,PRE4,249920,6,-,1613,51.79898474,193,12.542513386033875,left
YFR051C,RET2,251876,6,-,1614,51.79898474,193,12.390766096672484,right
YFR052W,RPN12,252466,6,+,1615,51.79898474,193,12.146846584233469,right
YFR053C,HXK1,255146,6,-,1616,51.79898474,193,11.676380102456534,right
YGL258W-A,YGL258W-A,9162,7,+,1617,46.74678474,183,5.598025691506261,right
YGL258W,VEL1,10438,7,+,1618,46.74678474,183,5.800913252595779,left
YGL257C,MNT2,14433,7,-,1619,44.72598474,179,11.274422938461095,left
YGL256W,ADH4,14467,7,+,1620,44.72598474,179,10.907127248245041,right
YGL255W,ZRT1,20934,7,+,1621,48.76768474,187,12.195982067746018,right
YGL254W,FZF1,22296,7,+,1622,49.27288474,188,9.584028640600234,right
YGL253W,HXK2,23889,7,+,1623,49.77808474,189,15.781010242064848,late_trough
YGL252C,RTG2,27523,7,-,1624,49.27288474,188,11.985332612111112,left
YGL251C,HFM1,30188,7,-,1625,48.76768474,187,9.808439415280038,early_peak
YGL250W,RMR1,31870,7,+,1626,49.77808474,189,8.266229884772335,right
YGL249W,ZIP2,33098,7,+,1627,49.77808474,189,6.779321656170284,right
YGL248W,PDE1,35525,7,+,1628,50.28328474,190,10.364177601659867,right
YGL247W,BRR6,36922,7,+,1629,50.28328474,190,9.065334288946133,right
YGL246C,RAI1,38821,7,-,1630,50.788584740000005,191,10.635536445160966,right
YGL245W,GUS1,39009,7,+,1631,51.29378474,192,15.461538586122744,late_trough
YGL244W,RTF1,41443,7,+,1632,50.788584740000005,191,12.091633638260223,early_peak
YGL243W,TAD1,43307,7,+,1633,51.29378474,192,9.738395984624075,late_trough
YGL242C,YGL242C,45253,7,-,1634,49.77808474,189,10.658588316926638,left
YGL241W,KAP114,45440,7,+,1635,49.77808474,189,11.423061876686292,right
YGL240W,DOC1,48595,7,+,1636,50.28328474,190,8.615643701919486,late_trough
YGL238W,CSE1,49550,7,+,1637,49.77808474,189,13.344884256331598,left
YGL237C,HAP2,53292,7,-,1638,47.25208474,184,9.349195065074202,early_peak
YGL236C,MTO1,56109,7,-,1639,48.262484740000005,186,10.866787616517305,right
YGL235W,YGL235W,55279,7,+,1640,48.262484740000005,186,5.395769573050323,right
YGL234W,ADE5%2C7,56465,7,+,1641,48.262484740000005,186,13.547772568124774,left
YGL233W,SEC15,59094,7,+,1642,42.70508474,175,11.82650795843226,early_peak
YGL232W,TAN1,62046,7,+,1643,43.21038474,176,11.483622172635936,right
YGL231C,EMC4,63641,7,-,1644,43.21038474,176,11.294935037172204,right
YGL230C,YGL230C,64286,7,-,1645,43.21038474,176,5.961056898274788,right
YGL229C,SAP4,67189,7,-,1646,46.24158474,182,9.715675176095283,right
YGL228W,SHE10,67545,7,+,1647,46.24158474,182,12.265292890305538,right
YGL227W,VID30,69630,7,+,1648,48.76768474,187,10.84032414226915,right
YGL226C-A,OST5,73199,7,-,1649,51.29378474,192,10.68986646674718,right
YGL226W,MTC3,73336,7,+,1650,51.29378474,192,9.254311101322594,right
YGL225W,VRG4,76854,7,+,1651,51.29378474,192,13.415497048221248,right
YGL224C,SDT1,78957,7,-,1652,52.30418474,194,11.122818663968909,right
YGL223C,COG1,80379,7,-,1653,52.30418474,194,10.35314174078549,right
YGL222C,EDC1,81265,7,-,1654,52.30418474,194,9.433179377281323,right
YGL221C,NIF3,82312,7,-,1655,52.30418474,194,11.789467685913875,right
YGL220W,FRA2,82458,7,+,1656,52.30418474,194,12.034003559590198,left
YGL219C,MDM34,84285,7,-,1657,51.79898474,193,10.706169526887042,left
YGL216W,KIP3,84619,7,+,1658,51.79898474,193,11.350183553102632,right
YGL215W,CLG1,87510,7,+,1659,52.30418474,194,9.940966119349303,right
YGL213C,SKI8,91284,7,-,1660,52.30418474,194,11.418907351657554,right
YGL212W,VAM7,91392,7,+,1661,52.30418474,194,9.083882982558626,right
YGL211W,NCS6,92510,7,+,1662,52.30418474,194,10.427621653824833,right
YGL210W,YPT32,93753,7,+,1663,52.80938474,195,10.149998669656698,right
YGL209W,MIG2,95812,7,+,1664,52.80938474,195,10.802096247375484,right
YGL208W,SIP2,97291,7,+,1665,52.80938474,195,9.25874270067849,right
YGL207W,SPT16,98877,7,+,1666,52.80938474,195,13.531333432850873,left
YGL206C,CHC1,107577,7,-,1667,49.27288474,188,14.617526067495362,left
YGL205W,POX1,108158,7,+,1668,49.27288474,188,5.933753278539646,right
YGL203C,KEX1,114742,7,-,1669,49.27288474,188,11.859269521398137,left
YGL202W,ARO8,115931,7,+,1670,48.76768474,187,14.26630171070995,early_peak
YGL201C,MCM6,120960,7,-,1671,51.29378474,192,12.011165971777624,right
YGL200C,EMP24,123330,7,-,1672,52.80938474,195,12.588140871305825,right
YGL198W,YIP4,123585,7,+,1673,52.80938474,195,11.882905171976333,right
YGL197W,MDS3,124530,7,+,1674,52.80938474,195,11.857026419083551,left
YGL196W,DSD1,129819,7,+,1675,52.30418474,194,11.036774445261686,left
YGL195W,GCN1,131483,7,+,1676,52.30418474,194,15.220227730150755,left
YGL194C-A,YGL194C-A,140153,7,-,1677,51.29378474,192,8.22650257705092,left
YGL190C,CDC55,147935,7,-,1678,45.23118474,180,11.744984295062148,left
YGL189C,RPS26A,148645,7,-,1679,45.23118474,180,16.48535695392256,right
YGL188C-A,YGL188C-A,148980,7,-,1680,45.23118474,180,8.021462350554334,left
YGL187C,COX4,150635,7,-,1681,44.22078474,178,11.899484582741247,early_peak
YGL186C,TPN1,152802,7,-,1682,44.72598474,179,11.772665180899361,late_trough
YGL185C,YGL185C,154316,7,-,1683,43.21038474,176,9.360277799113197,left
YGL184C,STR3,156012,7,-,1684,41.18948474,172,12.141872440161379,left
YGL183C,MND1,157285,7,-,1685,40.17908474,170,6.189533529015323,left
YGL181W,GTS1,157860,7,+,1686,40.17908474,170,11.008742598503954,left
YGL180W,ATG1,159885,7,+,1687,38.66338474,167,10.47445074334513,left
YGL179C,TOS3,165171,7,-,1688,36.64258474,163,9.728389544151108,left
YGL178W,MPT5,167799,7,+,1689,36.64258474,163,11.18438894793755,right
YGL176C,YGL176C,173129,7,-,1690,44.72598474,179,9.98779520144728,right
YGL175C,SAE2,174322,7,-,1691,44.72598474,179,8.512800326644982,right
YGL174W,BUD13,174529,7,+,1692,44.72598474,179,9.116685402886876,left
YGL173C,KEM1,180446,7,-,1693,42.70508474,175,14.139805745866033,left
YGL172W,NUP49,180669,7,+,1694,42.70508474,175,11.688506353916399,left
YGL171W,ROK1,182355,7,+,1695,42.19988474,174,11.561604706385598,left
YGL170C,SPO74,185394,7,-,1696,42.19988474,174,6.685032069597158,right
YGL169W,SUA5,186001,7,+,1697,42.19988474,174,10.698456142587593,right
YGL168W,HUR1,187464,7,+,1698,42.70508474,175,7.191188154410207,right
YGL167C,PMR1,190845,7,-,1699,42.70508474,175,13.19095810788111,left
YGL166W,CUP2,191109,7,+,1700,42.19988474,174,10.288088355178724,early_peak
YGL164C,YRB30,193312,7,-,1701,43.21038474,176,10.160445633766157,late_trough
YGL163C,RAD54,196403,7,-,1702,41.69468474,173,10.694415706831988,left
YGL162W,SUT1,197877,7,+,1703,40.17908474,170,8.1106654300033,left
YGL161C,YIP5,200252,7,-,1704,40.17908474,170,11.276027667864696,right
YGL160W,AIM14,200454,7,+,1705,40.17908474,170,10.905244658579726,left
YGL159W,YGL159W,202699,7,+,1706,37.65298474,165,10.229192601842342,left
YGL158W,RCK1,207033,7,+,1707,36.64258474,163,5.966533567646664,left
YGL157W,ARI1,208958,7,+,1708,36.64258474,163,11.053576897200202,right
YGL156W,AMS1,210324,7,+,1709,37.14778474,164,9.20270590434433,right
YGL155W,CDC43,214030,7,+,1710,39.67388474,169,11.015280103891216,right
YGL154C,LYS5,216101,7,-,1711,42.70508474,175,8.688588527018522,right
YGL153W,PEX14,216212,7,+,1712,42.70508474,175,10.027245736668897,right
YGL151W,NUT1,217470,7,+,1713,46.24158474,182,11.822392037745324,right
YGL150C,INO80,225794,7,-,1714,49.77808474,189,13.055068849234084,right
YGL148W,ARO2,226368,7,+,1715,49.77808474,189,13.791802299859196,right
YGL147C,RPL9A,228347,7,-,1716,50.788584740000005,191,15.766320642280673,right
YGL146C,RRT6,229846,7,-,1717,52.30418474,194,7.356666538763819,right
YGL145W,TIP20,230174,7,+,1718,52.30418474,194,11.23750018979464,left
YGL144C,ROG1,234529,7,-,1719,51.79898474,193,10.043129912167672,early_peak
YGL143C,MRF1,235978,7,-,1720,52.30418474,194,9.982467070063569,late_trough
YGL142C,GPI10,238157,7,-,1721,51.79898474,193,11.497775468976883,left
YGL141W,HUL5,238336,7,+,1722,51.79898474,193,10.840453566072753,left
YGL140C,YGL140C,245200,7,-,1723,50.788584740000005,191,12.874213587557458,left
YGL139W,FLC3,245403,7,+,1724,50.788584740000005,191,11.861421687427566,right
YGL138C,YGL138C,249531,7,-,1725,52.30418474,194,5.186096064570212,right
YGL137W,SEC27,249842,7,+,1726,52.30418474,194,14.106429519739065,left
YGL136C,MRM2,253909,7,-,1727,51.29378474,192,9.401065602879253,left
YGL135W,RPL1B,254578,7,+,1728,51.29378474,192,14.088843682327758,right
YGL134W,PCL10,255546,7,+,1729,51.79898474,193,10.014993865978917,right
YGL133W,ITC1,257515,7,+,1730,51.79898474,193,11.700241018567992,left
YGL131C,SNT2,265932,7,-,1731,49.27288474,188,11.459147893477956,left
YGL130W,CEG1,266104,7,+,1732,49.27288474,188,10.948861186222828,left
YGL129C,RSM23,269123,7,-,1733,48.76768474,187,10.890810056983169,left
YGL128C,CWC23,270161,7,-,1734,48.76768474,187,8.138381257913618,right
YGL127C,SOH1,270811,7,-,1735,48.76768474,187,9.601653715941639,right
YGL126W,SCS3,270939,7,+,1736,48.76768474,187,11.735766988362496,left
YGL125W,MET13,272520,7,+,1737,47.25208474,184,11.92139268509595,left
YGL124C,MON1,276745,7,-,1738,46.74678474,183,10.544420816406323,left
YGL123W,RPS2,277520,7,+,1739,41.69468474,173,17.7576411576229,left
YGL122C,NAB2,280570,7,-,1740,38.66338474,167,11.312285365689304,left
YGL121C,GPG1,281284,7,-,1741,36.64258474,163,6.4221034867781865,left
YGL120C,PRP43,283969,7,-,1742,35.63218474,161,12.5689938428269,left
YGL119W,COQ8,284418,7,+,1743,35.63218474,161,10.776270934313109,right
YGL117W,YGL117W,288427,7,+,1744,35.63218474,161,11.78908140412892,right
YGL116W,CDC20,289669,7,+,1745,39.16868474,168,9.440927491728386,right
YGL115W,SNF4,291913,7,+,1746,39.67388474,169,11.91561298160283,right
YGL114W,YGL114W,293420,7,+,1747,41.69468474,173,11.273920793103889,right
YGL113W,SLD3,295897,7,+,1748,42.70508474,175,10.263890381181705,right
YGL112C,TAF6,299765,7,-,1749,42.70508474,175,11.592113125716944,right
YGL111W,NSA1,299958,7,+,1750,42.70508474,175,11.59689202122246,right
YGL110C,CUE3,303419,7,-,1751,46.24158474,182,10.291426379397333,right
YGL108C,YGL108C,304109,7,-,1752,46.24158474,182,9.317943755627077,right
YGL107C,RMD9,306293,7,-,1753,48.76768474,187,11.34361174470066,right
YGL106W,MLC1,306532,7,+,1754,48.76768474,187,12.693067754549888,right
YGL105W,ARC1,307415,7,+,1755,49.27288474,188,14.488388519794283,right
YGL104C,VPS73,310190,7,-,1756,49.77808474,189,9.81240182294142,right
YGL103W,RPL28,310952,7,+,1757,49.77808474,189,16.966774951065144,right
YGL101W,YGL101W,312166,7,+,1758,49.77808474,189,11.365141766585035,right
YGL096W,TOS8,325331,7,+,1759,52.80938474,195,7.144060686154829,late_trough
YGL095C,VPS45,330658,7,-,1760,52.30418474,194,11.060829676129535,left
YGL094C,PAN2,334661,7,-,1761,51.79898474,193,11.805427951243676,left
YGL093W,SPC105,334849,7,+,1762,51.79898474,193,10.677212914675566,left
YGL092W,NUP145,337814,7,+,1763,50.788584740000005,191,13.13988536596977,left
YGL091C,NBP35,343064,7,-,1764,48.76768474,187,11.001034788013252,left
YGL090W,LIF1,343288,7,+,1765,48.76768474,187,9.83490951428259,left
YGL089C,MF(ALPHA)2,345153,7,-,1766,47.25208474,184,5.606627741051758,left
YGL087C,MMS2,346948,7,-,1767,47.25208474,184,9.80403389416972,left
YGL086W,MAD1,347188,7,+,1768,45.23118474,180,11.32180240659715,left
YGL085W,LCL3,349573,7,+,1769,44.22078474,178,9.292701144071252,left
YGL084C,GUP1,352345,7,-,1770,44.22078474,178,11.31488441582516,right
YGL083W,SCY1,352991,7,+,1771,44.22078474,178,9.696829068147562,left
YGL082W,YGL082W,355738,7,+,1772,43.71558474,177,11.172715946255664,early_peak
YGL081W,YGL081W,357377,7,+,1773,44.22078474,178,6.766517326852492,right
YGL080W,FMP37,358616,7,+,1774,44.22078474,178,9.653930813654313,left
YGL079W,KXD1,359417,7,+,1775,43.71558474,177,9.188126777382752,early_peak
YGL078C,DBP3,361904,7,-,1776,45.736384740000005,181,13.03974424141029,right
YGL077C,HNM1,364039,7,-,1777,46.24158474,182,12.648015806429441,right
YGL076C,RPL7A,366133,7,-,1778,49.27288474,188,14.486065418794196,late_trough
YGL075C,MPS2,368284,7,-,1779,48.262484740000005,186,8.61246956455076,left
YGL073W,HSF1,368669,7,+,1780,48.262484740000005,186,11.366163245787451,left
YGL071W,AFT1,371564,7,+,1781,47.25208474,184,11.151026844417721,left
YGL070C,RPB9,374853,7,-,1782,47.25208474,184,10.172382940238407,left
YGL068W,MNP1,375041,7,+,1783,43.71558474,177,11.704493548858576,left
YGL067W,NPY1,376014,7,+,1784,43.71558474,177,11.62791226780372,left
YGL066W,SGF73,377419,7,+,1785,42.70508474,175,10.245017013537117,left
YGL065C,ALG2,381328,7,-,1786,42.19988474,174,11.195297277469244,left
YGL064C,MRH4,383216,7,-,1787,41.18948474,172,9.777414208788164,left
YGL063W,PUS2,383427,7,+,1788,41.18948474,172,8.928393723637681,right
YGL062W,PYC1,385055,7,+,1789,41.18948474,172,12.811039772176146,left
YGL061C,DUO1,389780,7,-,1790,40.68428474,171,9.703265722850666,left
YGL060W,YBP2,389936,7,+,1791,40.68428474,171,10.692906096613468,left
YGL059W,PKP2,392184,7,+,1792,40.17908474,170,9.822670498967383,early_peak
YGL058W,RAD6,393927,7,+,1793,40.68428474,171,10.677004002245203,right
YGL057C,GEP7,395790,7,-,1794,42.70508474,175,9.40556336868634,late_trough
YGL056C,SDS23,397729,7,-,1795,41.18948474,172,11.049730420490155,left
YGL055W,OLE1,398567,7,+,1796,41.18948474,172,14.06686433785917,right
YGL054C,ERV14,401353,7,-,1797,41.18948474,172,11.547760366883677,right
YGL053W,PRM8,402514,7,+,1798,41.18948474,172,9.837214910915693,left
YGL051W,MST27,403687,7,+,1799,39.67388474,169,5.404784952884803,left
YGL050W,TYW3,405743,7,+,1800,39.16868474,168,10.512974044621199,early_peak
YGL049C,TIF4632,409766,7,-,1801,39.67388474,169,12.662465251281777,late_trough
YGL048C,RPT6,411309,7,-,1802,38.66338474,167,13.15229419382573,left
YGL047W,ALG13,411466,7,+,1803,38.66338474,167,9.737610440963588,left
YGL045W,RIM8,414014,7,+,1804,37.65298474,165,9.025996426666811,left
YGL044C,RNA15,417263,7,-,1805,33.61128474,157,9.957989029341508,left
YGL043W,DST1,417462,7,+,1806,33.61128474,157,11.448596751639789,right
YGL041C-B,YGL041C-B,418886,7,-,1807,33.61128474,157,5.481684722322022,right
YGL041W-A,YGL041W-A,418815,7,+,1808,33.61128474,157,9.57228973848392,left
YGL040C,HEM2,420632,7,-,1809,30.57998474,151,12.087262894225528,early_peak
YGL039W,YGL039W,423850,7,+,1810,32.09568474,154,10.597826369388896,right
YGL038C,OCH1,426956,7,-,1811,35.63218474,161,11.681058084516652,late_trough
YGL037C,PNC1,428023,7,-,1812,35.12698474,160,11.560495974956597,left
YGL036W,YGL036W,428601,7,+,1813,35.12698474,160,11.213982770007522,right
YGL035C,MIG1,433168,7,-,1814,40.17908474,170,11.020398643266166,late_trough
YGL033W,HOP2,435625,7,+,1815,39.67388474,169,5.7524659882381854,left
YGL032C,AGA2,436888,7,-,1816,39.67388474,169,10.220802810704152,right
YGL028C,SCW11,443066,7,-,1817,48.262484740000005,186,10.379750535724323,right
YGL027C,CWH41,446165,7,-,1818,50.28328474,190,12.394228130209545,right
YGL026C,TRP5,448554,7,-,1819,51.29378474,192,13.943603553584818,right
YGL025C,PGD1,449996,7,-,1820,51.29378474,192,9.334161597341296,left
YGL023C,PIB2,452143,7,-,1821,50.788584740000005,191,12.014424911015313,left
YGL022W,STT3,452340,7,+,1822,50.788584740000005,191,13.88363961361753,right
YGL021W,ALK1,454829,7,+,1823,50.788584740000005,191,14.254983032938558,left
YGL020C,GET1,457921,7,-,1824,47.75728474,185,11.068368833185911,left
YGL019W,CKB1,458081,7,+,1825,47.75728474,185,11.779585583493965,left
YGL018C,JAC1,459700,7,-,1826,46.74678474,183,8.77669151326554,left
YGL017W,ATE1,459828,7,+,1827,46.74678474,183,10.12764635814671,left
YGL016W,KAP122,461611,7,+,1828,44.72598474,179,12.368943596959912,left
YGL015C,YGL015C,465435,7,-,1829,41.69468474,173,5.578862532505471,left
