orf_name,gene,chr,cat,start,stop,strand,classification,length,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end,left_end,right_end,park_TSS,park_PAS,TSS,PAS
YDR469W,SDC1,4,gene,1399015,1399542,+,Verified,527,False,1398715.0,1399015.0,1399015.0,1399515.0,1399015,1399608.0,1399015.0,1399608.0,1399015.0,1399608.0
YDR470C,UGO1,4,gene,1399706,1401214,-,Verified,1508,False,1401300.0,1401600.0,1400800.0,1401300.0,1399535,1401300.0,1401300.0,1399535.0,1401300.0,1399535.0
YDR471W,RPL27B,4,gene,1401770,1402564,+,Verified,794,False,1401446.0,1401746.0,1401746.0,1402246.0,1401746,1402682.0,1401746.0,1402682.0,1401746.0,1402682.0
YDR472W,TRS31,4,gene,1403322,1404173,+,Verified,851,False,1402953.0,1403253.0,1403253.0,1403753.0,1403253,1404298.0,1403253.0,1404298.0,1403253.0,1404298.0
YDR473C,PRP3,4,gene,1404445,1405854,-,Verified,1409,False,1405926.0,1406226.0,1405426.0,1405926.0,1404208,1405926.0,1405926.0,1404208.0,1405926.0,1404208.0
YDR475C,JIP4,4,gene,1407464,1410094,-,Verified,2630,,1410094.0,1410394.0,1409594.0,1410094.0,1407464,1410094.0,,,1410094.0,1407464.0
YDR476C,YDR476C,4,gene,1410453,1411127,-,Uncharacterized,674,False,1411146.0,1411446.0,1410646.0,1411146.0,1410252,1411146.0,1411146.0,1410252.0,1411146.0,1410252.0
YDR477W,SNF1,4,gene,1412373,1414274,+,Verified,1901,False,1411780.0,1412080.0,1412080.0,1412580.0,1412080,1414403.0,1412080.0,1414403.0,1412080.0,1414403.0
YDR478W,SNM1,4,gene,1414575,1415171,+,Verified,596,False,1414239.0,1414539.0,1414539.0,1415039.0,1414539,1415238.0,1414539.0,1415238.0,1414539.0,1415238.0
YDR479C,PEX29,4,gene,1415210,1416874,-,Verified,1664,False,1416923.0,1417223.0,1416423.0,1416923.0,1415127,1416923.0,1416923.0,1415127.0,1416923.0,1415127.0
YDR480W,DIG2,4,gene,1417399,1418370,+,Verified,971,False,1417026.0,1417326.0,1417326.0,1417826.0,1417326,1418525.0,1417326.0,1418525.0,1417326.0,1418525.0
YDR481C,PHO8,4,gene,1418550,1420250,-,Verified,1700,False,1420284.0,1420584.0,1419784.0,1420284.0,1418441,1420284.0,1420284.0,1418441.0,1420284.0,1418441.0
YDR482C,CWC21,4,gene,1420431,1420838,-,Verified,407,False,1420876.0,1421176.0,1420376.0,1420876.0,1420332,1420876.0,1420876.0,1420332.0,1420876.0,1420332.0
YDR483W,KRE2,4,gene,1421157,1422485,+,Verified,1328,False,1420832.0,1421132.0,1421132.0,1421632.0,1421132,1422614.0,1421132.0,1422614.0,1421132.0,1422614.0
YDR484W,VPS52,4,gene,1422763,1424688,+,Verified,1925,False,1422415.0,1422715.0,1422715.0,1423215.0,1422715,1424822.0,1422715.0,1424822.0,1422715.0,1424822.0
YDR485C,VPS72,4,gene,1424820,1427207,-,Verified,2387,False,1427235.0,1427535.0,1426735.0,1427235.0,1424564,1427235.0,1427235.0,1424564.0,1427235.0,1424564.0
YDR486C,VPS60,4,gene,1427431,1428120,-,Verified,689,False,1428130.0,1428430.0,1427630.0,1428130.0,1427304,1428130.0,1428130.0,1427304.0,1428130.0,1427304.0
YDR487C,RIB3,4,gene,1428354,1428980,-,Verified,626,False,1429060.0,1429360.0,1428560.0,1429060.0,1428260,1429060.0,1429060.0,1428260.0,1429060.0,1428260.0
YDR488C,PAC11,4,gene,1429188,1430789,-,Verified,1601,False,1430839.0,1431139.0,1430339.0,1430839.0,1429022,1430839.0,1430839.0,1429022.0,1430839.0,1429022.0
YDR489W,SLD5,4,gene,1431012,1431896,+,Verified,884,False,1430704.0,1431004.0,1431004.0,1431504.0,1431004,1431977.0,1431004.0,1431977.0,1431004.0,1431977.0
YDR490C,PKH1,4,gene,1431968,1434268,-,Verified,2300,False,1434354.0,1434654.0,1433854.0,1434354.0,1431801,1434354.0,1434354.0,1431801.0,1434354.0,1431801.0
YDR492W,IZH1,4,gene,1434924,1435874,+,Verified,950,False,1434471.0,1434771.0,1434771.0,1435271.0,1434771,1435967.0,1434771.0,1435967.0,1434771.0,1435967.0
YDR493W,MZM1,4,gene,1436217,1436588,+,Verified,371,False,1435830.0,1436130.0,1436130.0,1436630.0,1436130,1436709.0,1436130.0,1436709.0,1436130.0,1436709.0
YDR494W,RSM28,4,gene,1436930,1438015,+,Verified,1085,False,1436567.0,1436867.0,1436867.0,1437367.0,1436867,1438093.0,1436867.0,1438093.0,1436867.0,1438093.0
YDR495C,VPS3,4,gene,1438115,1441150,-,Verified,3035,False,1441196.0,1441496.0,1440696.0,1441196.0,1437923,1441196.0,1441196.0,1437923.0,1441196.0,1437923.0
YDR496C,PUF6,4,gene,1441433,1443403,-,Verified,1970,False,1443432.0,1443732.0,1442932.0,1443432.0,1441360,1443432.0,1443432.0,1441360.0,1443432.0,1441360.0
YDR497C,ITR1,4,gene,1443713,1445467,-,Verified,1754,False,1445543.0,1445843.0,1445043.0,1445543.0,1443630,1445543.0,1445543.0,1443630.0,1445543.0,1443630.0
YDR498C,SEC20,4,gene,1445843,1446994,-,Verified,1151,False,1447038.0,1447338.0,1446538.0,1447038.0,1445771,1447038.0,1447038.0,1445771.0,1447038.0,1445771.0
YDR499W,LCD1,4,gene,1447830,1450073,+,Verified,2243,False,1447492.0,1447792.0,1447792.0,1448292.0,1447792,1450194.0,1447792.0,1450194.0,1447792.0,1450194.0
YDR500C,RPL37B,4,gene,1450198,1450853,-,Verified,655,False,1450902.0,1451202.0,1450402.0,1450902.0,1450109,1450902.0,1450902.0,1450109.0,1450902.0,1450109.0
YDR501W,PLM2,4,gene,1451353,1452918,+,Verified,1565,False,1451030.0,1451330.0,1451330.0,1451830.0,1451330,1453099.0,1451330.0,1453099.0,1451330.0,1453099.0
YDR502C,SAM2,4,gene,1453310,1454464,-,Verified,1154,False,1454513.0,1454813.0,1454013.0,1454513.0,1453018,1454513.0,1454513.0,1453018.0,1454513.0,1453018.0
YDR503C,LPP1,4,gene,1455042,1455866,-,Verified,824,False,1455950.0,1456250.0,1455450.0,1455950.0,1454884,1455950.0,1455950.0,1454884.0,1455950.0,1454884.0
YDR504C,SPG3,4,gene,1456311,1456694,-,Verified,383,,1456694.0,1456994.0,1456194.0,1456694.0,1456311,1456694.0,,,1456694.0,1456311.0
YDR505C,PSP1,4,gene,1456695,1459220,-,Verified,2525,False,1459410.0,1459710.0,1458910.0,1459410.0,1456402,1459410.0,1459410.0,1456402.0,1459410.0,1456402.0
YDR506C,YDR506C,4,gene,1459728,1461554,-,Uncharacterized,1826,False,1461573.0,1461873.0,1461073.0,1461573.0,1459728,1461573.0,1461573.0,,1461573.0,1459728.0
YDR507C,GIN4,4,gene,1462358,1465786,-,Verified,3428,False,1465912.0,1466212.0,1465412.0,1465912.0,1462178,1465912.0,1465912.0,1462178.0,1465912.0,1462178.0
YDR508C,GNP1,4,gene,1466453,1468444,-,Verified,1991,False,1468489.0,1468789.0,1467989.0,1468489.0,1466240,1468489.0,1468489.0,1466240.0,1468489.0,1466240.0
YDR510W,SMT3,4,gene,1469400,1469705,+,Verified,305,False,1469016.0,1469316.0,1469316.0,1469816.0,1469316,1469835.0,1469316.0,1469835.0,1469316.0,1469835.0
YDR511W,ACN9,4,gene,1470017,1470418,+,Verified,401,False,1469733.0,1470033.0,1470033.0,1470533.0,1470033,1470502.0,1470033.0,1470502.0,1470033.0,1470502.0
YDR512C,EMI1,4,gene,1470500,1471063,-,Verified,563,False,1470810.0,1471110.0,1470310.0,1470810.0,1470398,1470810.0,1470810.0,1470398.0,1470810.0,1470398.0
YDR513W,GRX2,4,gene,1471017,1471448,+,Verified,431,False,1470696.0,1470996.0,1470996.0,1471496.0,1470996,1471531.0,1470996.0,1471531.0,1470996.0,1471531.0
YDR514C,YDR514C,4,gene,1471548,1472999,-,Uncharacterized,1451,False,1473075.0,1473375.0,1472575.0,1473075.0,1471453,1473075.0,1473075.0,1471453.0,1473075.0,1471453.0
YDR515W,SLF1,4,gene,1473429,1474772,+,Verified,1343,False,1472914.0,1473214.0,1473214.0,1473714.0,1473214,1474848.0,1473214.0,1474848.0,1473214.0,1474848.0
YDR516C,EMI2,4,gene,1474974,1476476,-,Verified,1502,,1476476.0,1476776.0,1475976.0,1476476.0,1474974,1476476.0,,,1476476.0,1474974.0
YDR517W,GRH1,4,gene,1477239,1478357,+,Verified,1118,False,1476846.0,1477146.0,1477146.0,1477646.0,1477146,1478461.0,1477146.0,1478461.0,1477146.0,1478461.0
YDR518W,EUG1,4,gene,1478608,1480161,+,Verified,1553,False,1478284.0,1478584.0,1478584.0,1479084.0,1478584,1480212.0,1478584.0,1480212.0,1478584.0,1480212.0
YDR519W,FPR2,4,gene,1480425,1480832,+,Verified,407,False,1480118.0,1480418.0,1480418.0,1480918.0,1480418,1481041.0,1480418.0,1481041.0,1480418.0,1481041.0
YDR520C,URC2,4,gene,1481085,1483403,-,Uncharacterized,2318,False,1483502.0,1483802.0,1483002.0,1483502.0,1480951,1483502.0,1483502.0,1480951.0,1483502.0,1480951.0
YDR522C,SPS2,4,gene,1483795,1485303,-,Verified,1508,,1485303.0,1485603.0,1484803.0,1485303.0,1483795,1485303.0,,,1485303.0,1483795.0
YDR523C,SPS1,4,gene,1485566,1487038,-,Verified,1472,,1487038.0,1487338.0,1486538.0,1487038.0,1485566,1487038.0,,,1487038.0,1485566.0
YDR524C,AGE1,4,gene,1487542,1488990,-,Verified,1448,False,1489058.0,1489358.0,1488558.0,1489058.0,1487272,1489058.0,1489058.0,1487272.0,1489058.0,1487272.0
YDR524W-C,YDR524W-C,4,gene,1489403,1489492,+,Uncharacterized,89,,1489103.0,1489403.0,1489403.0,1489903.0,1489403,1489492.0,,,1489403.0,1489492.0
YDR524C-B,YDR524C-B,4,gene,1489598,1489798,-,Uncharacterized,200,False,1489844.0,1490144.0,1489344.0,1489844.0,1489268,1489844.0,1489844.0,1489268.0,1489844.0,1489268.0
YDR525W-A,SNA2,4,gene,1490596,1490835,+,Verified,239,False,1490211.0,1490511.0,1490511.0,1491011.0,1490511,1491063.0,1490511.0,1491063.0,1490511.0,1491063.0
YDR527W,RBA50,4,gene,1491094,1492413,+,Verified,1319,False,1490714.0,1491014.0,1491014.0,1491514.0,1491014,1492492.0,1491014.0,1492492.0,1491014.0,1492492.0
YDR528W,HLR1,4,gene,1494586,1495857,+,Verified,1271,False,1493980.0,1494280.0,1494280.0,1494780.0,1494280,1495981.0,1494280.0,1495981.0,1494280.0,1495981.0
YDR529C,QCR7,4,gene,1496165,1496548,-,Verified,383,False,1496586.0,1496886.0,1496086.0,1496586.0,1495976,1496586.0,1496586.0,1495976.0,1496586.0,1495976.0
YDR530C,APA2,4,gene,1496791,1497768,-,Verified,977,False,1497774.0,1498074.0,1497274.0,1497774.0,1496639,1497774.0,1497774.0,1496639.0,1497774.0,1496639.0
YDR531W,CAB1,4,gene,1498232,1499335,+,Verified,1103,False,1497842.0,1498142.0,1498142.0,1498642.0,1498142,1499409.0,1498142.0,1499409.0,1498142.0,1499409.0
YDR532C,KRE28,4,gene,1499396,1500553,-,Verified,1157,False,1500589.0,1500889.0,1500089.0,1500589.0,1499335,1500589.0,1500589.0,1499335.0,1500589.0,1499335.0
YDR533C,HSP31,4,gene,1501447,1502160,-,Verified,713,False,1502200.0,1502500.0,1501700.0,1502200.0,1501381,1502200.0,1502200.0,1501381.0,1502200.0,1501381.0
YDR534C,FIT1,4,gene,1503314,1504900,-,Verified,1586,False,1504923.0,1505223.0,1504423.0,1504923.0,1503314,1504923.0,1504923.0,,1504923.0,1503314.0
YDR536W,STL1,4,gene,1508005,1509714,+,Verified,1709,,1507705.0,1508005.0,1508005.0,1508505.0,1508005,1509714.0,,,1508005.0,1509714.0
YDR538W,PAD1,4,gene,1510902,1511630,+,Verified,728,False,1510553.0,1510853.0,1510853.0,1511353.0,1510853,1511854.0,1510853.0,1511854.0,1510853.0,1511854.0
YDR539W,FDC1,4,gene,1512094,1513605,+,Verified,1511,False,1511763.0,1512063.0,1512063.0,1512563.0,1512063,1513666.0,1512063.0,1513666.0,1512063.0,1513666.0
YDR540C,IRC4,4,gene,1517136,1517675,-,Verified,539,False,1517759.0,1518059.0,1517259.0,1517759.0,1516828,1517759.0,1517759.0,1516828.0,1517759.0,1516828.0
YDR541C,YDR541C,4,gene,1519664,1520698,-,Uncharacterized,1034,False,1520870.0,1521170.0,1520370.0,1520870.0,1519462,1520870.0,1520870.0,1519462.0,1520870.0,1519462.0
YDR542W,PAU10,4,gene,1523249,1523611,+,Verified,362,,1522949.0,1523249.0,1523249.0,1523749.0,1523249,1523611.0,,,1523249.0,1523611.0
YDR545W,YRF1-1,4,gene,1526321,1531711,+,Verified,5390,False,1525616.0,1525916.0,1525916.0,1526416.0,1525916,1531789.0,1525916.0,1531789.0,1525916.0,1531789.0
YEL077C,YEL077C,5,gene,264,4097,-,Uncharacterized,3833,,4097.0,4397.0,3597.0,4097.0,264,4097.0,,,4097.0,264.0
YEL076C-A,YEL076C-A,5,gene,4185,5114,-,Uncharacterized,929,,5114.0,5414.0,4614.0,5114.0,4185,5114.0,,,5114.0,4185.0
YEL076C,YEL076C,5,gene,4464,5114,-,Uncharacterized,650,,5114.0,5414.0,4614.0,5114.0,4464,5114.0,,,5114.0,4464.0
YEL075C,YEL075C,5,gene,5345,5713,-,Uncharacterized,368,,5713.0,6013.0,5213.0,5713.0,5345,5713.0,,,5713.0,5345.0
YEL073C,YEL073C,5,gene,7230,7553,-,Uncharacterized,323,,7553.0,7853.0,7053.0,7553.0,7230,7553.0,,,7553.0,7230.0
YEL072W,RMD6,5,gene,13720,14415,+,Verified,695,False,13301.0,13601.0,13601.0,14101.0,13601,14746.0,13601.0,14746.0,13601.0,14746.0
YEL071W,DLD3,5,gene,16355,17845,+,Verified,1490,False,16043.0,16343.0,16343.0,16843.0,16343,17968.0,16343.0,17968.0,16343.0,17968.0
YEL070W,DSF1,5,gene,19589,21097,+,Uncharacterized,1508,,19289.0,19589.0,19589.0,20089.0,19589,21097.0,,,19589.0,21097.0
YEL069C,HXT13,5,gene,21537,23231,-,Verified,1694,,23231.0,23531.0,22731.0,23231.0,21537,23231.0,,,23231.0,21537.0
YEL067C,YEL067C,5,gene,26189,26776,-,Uncharacterized,587,False,26539.0,26839.0,26039.0,26539.0,26189,26539.0,26539.0,,26539.0,26189.0
YEL066W,HPA3,5,gene,26667,27206,+,Verified,539,False,26403.0,26703.0,26703.0,27203.0,26703,27284.0,26703.0,27284.0,26703.0,27284.0
YEL065W,SIT1,5,gene,27657,29543,+,Verified,1886,False,27338.0,27638.0,27638.0,28138.0,27638,29621.0,27638.0,29621.0,27638.0,29621.0
YEL064C,AVT2,5,gene,29797,31239,-,Verified,1442,False,31285.0,31585.0,30785.0,31285.0,29689,31285.0,31285.0,29689.0,31285.0,29689.0
YEL063C,CAN1,5,gene,31694,33466,-,Verified,1772,False,33686.0,33986.0,33186.0,33686.0,31415,33686.0,33686.0,31415.0,33686.0,31415.0
YEL062W,NPR2,5,gene,34407,36254,+,Verified,1847,,34107.0,34407.0,34407.0,34907.0,34407,36254.0,,,34407.0,36254.0
YEL061C,CIN8,5,gene,36535,39537,-,Verified,3002,False,39671.0,39971.0,39171.0,39671.0,36274,39671.0,39671.0,36274.0,39671.0,36274.0
YEL060C,PRB1,5,gene,40046,41953,-,Verified,1907,False,42009.0,42309.0,41509.0,42009.0,39896,42009.0,42009.0,39896.0,42009.0,39896.0
YEL059C-A,SOM1,5,gene,42400,42624,-,Verified,224,False,42702.0,43002.0,42202.0,42702.0,42365,42702.0,42702.0,42365.0,42702.0,42365.0
YEL058W,PCM1,5,gene,43252,44925,+,Verified,1673,False,42915.0,43215.0,43215.0,43715.0,43215,45000.0,43215.0,45000.0,43215.0,45000.0
YEL057C,YEL057C,5,gene,45020,45721,-,Uncharacterized,701,False,46035.0,46335.0,45535.0,46035.0,44943,46035.0,46035.0,44943.0,46035.0,44943.0
YEL056W,HAT2,5,gene,47168,48373,+,Verified,1205,False,46818.0,47118.0,47118.0,47618.0,47118,48484.0,47118.0,48484.0,47118.0,48484.0
YEL055C,POL5,5,gene,48471,51539,-,Verified,3068,False,51595.0,51895.0,51095.0,51595.0,48282,51595.0,51595.0,48282.0,51595.0,48282.0
YEL054C,RPL12A,5,gene,52721,53218,-,Verified,497,False,53246.0,53546.0,52746.0,53246.0,52484,53246.0,53246.0,52484.0,53246.0,52484.0
YEL053C,MAK10,5,gene,53901,56102,-,Verified,2201,False,56149.0,56449.0,55649.0,56149.0,53819,56149.0,56149.0,53819.0,56149.0,53819.0
YEL052W,AFG1,5,gene,56571,58100,+,Verified,1529,False,56236.0,56536.0,56536.0,57036.0,56536,58167.0,56536.0,58167.0,56536.0,58167.0
YEL051W,VMA8,5,gene,58378,59148,+,Verified,770,False,58032.0,58332.0,58332.0,58832.0,58332,59255.0,58332.0,59255.0,58332.0,59255.0
YEL050C,RML2,5,gene,59670,60851,-,Verified,1181,False,60903.0,61203.0,60403.0,60903.0,59517,60903.0,60903.0,59517.0,60903.0,59517.0
YEL049W,PAU2,5,gene,63728,64090,+,Verified,362,False,63129.0,63429.0,63429.0,63929.0,63429,64090.0,63429.0,,63429.0,64090.0
YEL048C,TCA17,5,gene,64709,65167,-,Verified,458,False,65189.0,65489.0,64689.0,65189.0,64709,65189.0,65189.0,,65189.0,64709.0
YEL047C,YEL047C,5,gene,65385,66797,-,Verified,1412,False,66812.0,67112.0,66312.0,66812.0,65306,66812.0,66812.0,65306.0,66812.0,65306.0
YEL046C,GLY1,5,gene,67629,68792,-,Verified,1163,False,68895.0,69195.0,68395.0,68895.0,67507,68895.0,68895.0,67507.0,68895.0,67507.0
YEL044W,IES6,5,gene,69757,70257,+,Verified,500,False,69441.0,69741.0,69741.0,70241.0,69741,70309.0,69741.0,70309.0,69741.0,70309.0
YEL043W,YEL043W,5,gene,70478,73348,+,Verified,2870,False,70145.0,70445.0,70445.0,70945.0,70445,73415.0,70445.0,73415.0,70445.0,73415.0
YEL042W,GDA1,5,gene,73771,75327,+,Verified,1556,False,73388.0,73688.0,73688.0,74188.0,73688,75474.0,73688.0,75474.0,73688.0,75474.0
YEL041W,YEF1,5,gene,75944,77431,+,Verified,1487,False,75376.0,75676.0,75676.0,76176.0,75676,77757.0,75676.0,77757.0,75676.0,77757.0
YEL040W,UTR2,5,gene,78053,79456,+,Verified,1403,False,77738.0,78038.0,78038.0,78538.0,78038,79603.0,78038.0,79603.0,78038.0,79603.0
YEL039C,CYC7,5,gene,79636,79977,-,Verified,341,False,80126.0,80426.0,79626.0,80126.0,79636,80126.0,80126.0,,80126.0,79636.0
YEL038W,UTR4,5,gene,80462,81145,+,Verified,683,False,80116.0,80416.0,80416.0,80916.0,80416,81197.0,80416.0,81197.0,80416.0,81197.0
YEL037C,RAD23,5,gene,81407,82603,-,Verified,1196,False,82763.0,83063.0,82263.0,82763.0,81246,82763.0,82763.0,81246.0,82763.0,81246.0
YEL036C,ANP1,5,gene,83050,84552,-,Verified,1502,False,84698.0,84998.0,84198.0,84698.0,82967,84698.0,84698.0,82967.0,84698.0,82967.0
YEL035C,UTR5,5,gene,85045,85545,-,Uncharacterized,500,,85545.0,85845.0,85045.0,85545.0,85045,85545.0,,,85545.0,85045.0
YEL034W,HYP2,5,gene,85676,86149,+,Verified,473,False,85316.0,85616.0,85616.0,86116.0,85616,86368.0,85616.0,86368.0,85616.0,86368.0
YEL033W,MTC7,5,gene,86179,86598,+,Uncharacterized,419,,85879.0,86179.0,86179.0,86679.0,86179,86598.0,,,86179.0,86598.0
YEL032W,MCM3,5,gene,86937,89852,+,Verified,2915,False,86587.0,86887.0,86887.0,87387.0,86887,90005.0,86887.0,90005.0,86887.0,90005.0
YEL031W,SPF1,5,gene,90258,93905,+,Verified,3647,False,89928.0,90228.0,90228.0,90728.0,90228,94008.0,90228.0,94008.0,90228.0,94008.0
YEL030W,ECM10,5,gene,94644,96578,+,Verified,1934,,94344.0,94644.0,94644.0,95144.0,94644,96578.0,,,94644.0,96578.0
YEL029C,BUD16,5,gene,96858,97796,-,Verified,938,False,97862.0,98162.0,97362.0,97862.0,96591,97862.0,97862.0,96591.0,97862.0,96591.0
YEL027W,VMA3,5,gene,100769,101251,+,Verified,482,False,100400.0,100700.0,100700.0,101200.0,100700,101505.0,100700.0,101505.0,100700.0,101505.0
YEL026W,SNU13,5,gene,101943,102323,+,Verified,380,False,101554.0,101854.0,101854.0,102354.0,101854,102395.0,101854.0,102395.0,101854.0,102395.0
YEL025C,YEL025C,5,gene,102581,106147,-,Uncharacterized,3566,False,106165.0,106465.0,105665.0,106165.0,102298,106165.0,106165.0,102298.0,106165.0,102298.0
YEL024W,RIP1,5,gene,107260,107907,+,Verified,647,False,106900.0,107200.0,107200.0,107700.0,107200,107907.0,107200.0,,107200.0,107907.0
YEL023C,YEL023C,5,gene,108504,110552,-,Uncharacterized,2048,False,111114.0,111414.0,110614.0,111114.0,108386,111114.0,111114.0,108386.0,111114.0,108386.0
YEL022W,GEA2,5,gene,111421,115800,+,Verified,4379,False,111055.0,111355.0,111355.0,111855.0,111355,115877.0,111355.0,115877.0,111355.0,115877.0
YEL021W,URA3,5,gene,116167,116970,+,Verified,803,,115867.0,116167.0,116167.0,116667.0,116167,116970.0,,,116167.0,116970.0
YEL020W-A,TIM9,5,gene,117211,117474,+,Verified,263,False,116895.0,117195.0,117195.0,117695.0,117195,117591.0,117195.0,117591.0,117195.0,117591.0
YEL020C,YEL020C,5,gene,118617,120299,-,Uncharacterized,1682,,120299.0,120599.0,119799.0,120299.0,118617,120299.0,,,120299.0,118617.0
YEL019C,MMS21,5,gene,120498,121301,-,Verified,803,False,121312.0,121612.0,120812.0,121312.0,120282,121312.0,121312.0,120282.0,121312.0,120282.0
YEL018W,EAF5,5,gene,121471,122310,+,Verified,839,False,121168.0,121468.0,121468.0,121968.0,121468,122401.0,121468.0,122401.0,121468.0,122401.0
YEL017C-A,PMP2,5,gene,122798,122929,-,Verified,131,False,122960.0,123260.0,122460.0,122960.0,122659,122960.0,122960.0,122659.0,122960.0,122659.0
YEL017W,GTT3,5,gene,123657,124670,+,Verified,1013,False,123348.0,123648.0,123648.0,124148.0,123648,124762.0,123648.0,124762.0,123648.0,124762.0
YEL016C,NPP2,5,gene,124737,126218,-,Verified,1481,False,126397.0,126697.0,125897.0,126397.0,124538,126397.0,126397.0,124538.0,126397.0,124538.0
YEL015W,EDC3,5,gene,126629,128284,+,Verified,1655,False,126297.0,126597.0,126597.0,127097.0,126597,128451.0,126597.0,128451.0,126597.0,128451.0
YEL013W,VAC8,5,gene,128825,130561,+,Verified,1736,False,128289.0,128589.0,128589.0,129089.0,128589,130736.0,128589.0,130736.0,128589.0,130736.0
YEL012W,UBC8,5,gene,131772,132551,+,Verified,779,False,131378.0,131678.0,131678.0,132178.0,131678,132661.0,131678.0,132661.0,131678.0,132661.0
YEL011W,GLC3,5,gene,133120,135234,+,Verified,2114,,132820.0,133120.0,133120.0,133620.0,133120,135234.0,,,133120.0,135234.0
YEL009C,GCN4,5,gene,138918,139763,-,Verified,845,False,140335.0,140635.0,139835.0,140335.0,138824,140335.0,140335.0,138824.0,140335.0,138824.0
YEL007W,YEL007W,5,gene,141892,143892,+,Uncharacterized,2000,False,141341.0,141641.0,141641.0,142141.0,141641,143926.0,141641.0,143926.0,141641.0,143926.0
YEL006W,YEA6,5,gene,144327,145334,+,Verified,1007,False,143971.0,144271.0,144271.0,144771.0,144271,145703.0,144271.0,145703.0,144271.0,145703.0
YEL005C,VAB2,5,gene,145907,146755,-,Verified,848,False,146792.0,147092.0,146292.0,146792.0,145826,146792.0,146792.0,145826.0,146792.0,145826.0
YEL004W,YEA4,5,gene,146951,147979,+,Verified,1028,False,146620.0,146920.0,146920.0,147420.0,146920,148313.0,146920.0,148313.0,146920.0,148313.0
YEL003W,GIM4,5,gene,148176,148599,+,Verified,423,False,147868.0,148168.0,148168.0,148668.0,148168,148724.0,148168.0,148724.0,148168.0,148724.0
YEL002C,WBP1,5,gene,148722,150014,-,Verified,1292,False,150065.0,150365.0,149565.0,150065.0,148650,150065.0,150065.0,148650.0,150065.0,148650.0
YEL001C,IRC22,5,gene,150301,150978,-,Verified,677,False,151006.0,151306.0,150506.0,151006.0,150207,151006.0,151006.0,150207.0,151006.0,150207.0
YER001W,MNN1,5,gene,153520,155808,+,Verified,2288,False,153172.0,153472.0,153472.0,153972.0,153472,155913.0,153472.0,155913.0,153472.0,155913.0
YER002W,NOP16,5,gene,156803,157498,+,Verified,695,False,156455.0,156755.0,156755.0,157255.0,156755,157587.0,156755.0,157587.0,156755.0,157587.0
YER003C,PMI40,5,gene,157736,159118,-,Verified,1382,False,159163.0,159463.0,158663.0,159163.0,157673,159163.0,159163.0,157673.0,159163.0,157673.0
YER004W,FMP52,5,gene,159580,160275,+,Verified,695,False,159271.0,159571.0,159571.0,160071.0,159571,160530.0,159571.0,160530.0,159571.0,160530.0
YER005W,YND1,5,gene,160550,162442,+,Verified,1892,,160250.0,160550.0,160550.0,161050.0,160550,162442.0,,,160550.0,162442.0
YER006W,NUG1,5,gene,162723,164285,+,Verified,1562,False,162397.0,162697.0,162697.0,163197.0,162697,164380.0,162697.0,164380.0,162697.0,164380.0
YER007W,PAC2,5,gene,164527,166083,+,Verified,1556,False,164205.0,164505.0,164505.0,165005.0,164505,166239.0,164505.0,166239.0,164505.0,166239.0
YER007C-A,TMA20,5,gene,166237,166885,-,Verified,648,False,166926.0,167226.0,166426.0,166926.0,166049,166926.0,166926.0,166049.0,166926.0,166049.0
YER008C,SEC3,5,gene,167808,171818,-,Verified,4010,False,171885.0,172185.0,171385.0,171885.0,167736,171885.0,171885.0,167736.0,171885.0,167736.0
YER009W,NTF2,5,gene,172115,172492,+,Verified,377,False,171782.0,172082.0,172082.0,172582.0,172082,172667.0,172082.0,172667.0,172082.0,172667.0
YER010C,YER010C,5,gene,172634,173338,-,Verified,704,False,173368.0,173668.0,172868.0,173368.0,172569,173368.0,173368.0,172569.0,173368.0,172569.0
YER011W,TIR1,5,gene,175248,176012,+,Verified,764,False,174895.0,175195.0,175195.0,175695.0,175195,176167.0,175195.0,176167.0,175195.0,176167.0
YER012W,PRE1,5,gene,177835,178431,+,Verified,596,False,177474.0,177774.0,177774.0,178274.0,177774,178561.0,177774.0,178561.0,177774.0,178561.0
YER013W,PRP22,5,gene,178841,182278,+,Verified,3437,False,178508.0,178808.0,178808.0,179308.0,178808,182358.0,178808.0,182358.0,178808.0,182358.0
YER014W,HEM14,5,gene,182600,184219,+,Verified,1619,False,182270.0,182570.0,182570.0,183070.0,182570,184331.0,182570.0,184331.0,182570.0,184331.0
YER014C-A,BUD25,5,gene,183731,184700,-,Verified,969,,184700.0,185000.0,184200.0,184700.0,183731,184700.0,,,184700.0,183731.0
YER015W,FAA2,5,gene,184541,186775,+,Verified,2234,False,184220.0,184520.0,184520.0,185020.0,184520,187015.0,184520.0,187015.0,184520.0,187015.0
YER016W,BIM1,5,gene,188277,189311,+,Verified,1034,False,187944.0,188244.0,188244.0,188744.0,188244,189430.0,188244.0,189430.0,188244.0,189430.0
YER017C,AFG3,5,gene,189503,191788,-,Verified,2285,False,191870.0,192170.0,191370.0,191870.0,189323,191870.0,191870.0,189323.0,191870.0,189323.0
YER018C,SPC25,5,gene,191959,192624,-,Verified,665,False,192688.0,192988.0,192188.0,192688.0,191886,192688.0,192688.0,191886.0,192688.0,191886.0
YER019W,ISC1,5,gene,192797,194230,+,Verified,1433,False,192585.0,192885.0,192885.0,193385.0,192885,194320.0,192885.0,194320.0,192885.0,194320.0
