orf_name,gene,chr,cat,start,stop,strand,classification,length,TSS,PAS,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end
YDR370C,YDR370C,4,gene,1217782,1219110,-,Uncharacterized,1328,1219111,1217729.0,False,1219111.0,1219411.0,1218611.0,1219111.0
YDR374C,YDR374C,4,gene,1223474,1224394,-,Uncharacterized,920,1224394,,,1224394.0,1224694.0,1223894.0,1224394.0
YDR374W-A,YDR374W-A,4,gene,1224757,1225026,+,Uncharacterized,269,1224758,1225272.0,False,1224458.0,1224758.0,1224758.0,1225258.0
YDR379C-A,YDR379C-A,4,gene,1233278,1233517,-,Verified,239,1233548,1233145.0,False,1233548.0,1233848.0,1233048.0,1233548.0
YDR381C-A,YDR381C-A,4,gene,1238312,1238850,-,Verified,538,1239082,1238204.0,False,1239082.0,1239382.0,1238582.0,1239082.0
YDR383C,NKP1,4,gene,1239960,1240676,-,Verified,716,1240699,1239899.0,False,1240699.0,1240999.0,1240199.0,1240699.0
YDR387C,YDR387C,4,gene,1248154,1249821,-,Uncharacterized,1667,1249968,1248019.0,False,1249968.0,1250268.0,1249468.0,1249968.0
YDR391C,YDR391C,4,gene,1257358,1258056,-,Uncharacterized,698,1258068,1257301.0,False,1258068.0,1258368.0,1257568.0,1258068.0
YDR394W,RPT3,4,gene,1261681,1262967,+,Verified,1286,1261578,1263063.0,False,1261278.0,1261578.0,1261578.0,1262078.0
YDR398W,UTP5,4,gene,1267471,1269402,+,Verified,1931,1267436,1269509.0,False,1267136.0,1267436.0,1267436.0,1267936.0
YDR403W,DIT1,4,gene,1274602,1276212,+,Verified,1610,1274602,,,1274302.0,1274602.0,1274602.0,1275102.0
YDR405W,MRP20,4,gene,1277646,1278437,+,Verified,791,1277594,1278579.0,False,1277294.0,1277594.0,1277594.0,1278094.0
YDR406W,PDR15,4,gene,1279210,1283799,+,Verified,4589,1279090,1283914.0,False,1278790.0,1279090.0,1279090.0,1279590.0
YDR414C,ERD1,4,gene,1295598,1296686,-,Verified,1088,1296864,1295441.0,False,1296864.0,1297164.0,1296364.0,1296864.0
YDR415C,YDR415C,4,gene,1297037,1298161,-,Uncharacterized,1124,1298206,1296948.0,False,1298206.0,1298506.0,1297706.0,1298206.0
YDR418W,RPL12B,4,gene,1301616,1302113,+,Verified,497,1301591,1302215.0,False,1301291.0,1301591.0,1301591.0,1302091.0
YDR419W,RAD30,4,gene,1303174,1305072,+,Verified,1898,1303169,1305430.0,False,1302869.0,1303169.0,1303169.0,1303669.0
YDR423C,CAD1,4,gene,1318046,1319275,-,Verified,1229,1319248,1317978.0,False,1319248.0,1319548.0,1318748.0,1319248.0
YDR444W,YDR444W,4,gene,1350290,1352353,+,Uncharacterized,2063,1350226,1352403.0,False,1349926.0,1350226.0,1350226.0,1350726.0
YDR461C-A,YDR461C-A,4,gene,1385524,1385766,-,Uncharacterized,242,1385843,1385388.0,False,1385843.0,1386143.0,1385343.0,1385843.0
YDR476C,YDR476C,4,gene,1410453,1411127,-,Uncharacterized,674,1411146,1410252.0,False,1411146.0,1411446.0,1410646.0,1411146.0
YDR506C,YDR506C,4,gene,1459728,1461554,-,Uncharacterized,1826,1461573,,False,1461573.0,1461873.0,1461073.0,1461573.0
YDR514C,YDR514C,4,gene,1471548,1472999,-,Uncharacterized,1451,1473075,1471453.0,False,1473075.0,1473375.0,1472575.0,1473075.0
YDR524W-C,YDR524W-C,4,gene,1489403,1489492,+,Uncharacterized,89,1489403,,,1489103.0,1489403.0,1489403.0,1489903.0
YDR524C-B,YDR524C-B,4,gene,1489598,1489798,-,Uncharacterized,200,1489844,1489268.0,False,1489844.0,1490144.0,1489344.0,1489844.0
YDR541C,YDR541C,4,gene,1519664,1520698,-,Uncharacterized,1034,1520870,1519462.0,False,1520870.0,1521170.0,1520370.0,1520870.0
YDR545W,YRF1-1,4,gene,1526321,1531711,+,Verified,5390,1525916,1531789.0,False,1525616.0,1525916.0,1525916.0,1526416.0
YEL077C,YEL077C,5,gene,264,4097,-,Uncharacterized,3833,4097,,,4097.0,4397.0,3597.0,4097.0
YEL076C-A,YEL076C-A,5,gene,4185,5114,-,Uncharacterized,929,5114,,,5114.0,5414.0,4614.0,5114.0
YEL076C,YEL076C,5,gene,4464,5114,-,Uncharacterized,650,5114,,,5114.0,5414.0,4614.0,5114.0
YEL075C,YEL075C,5,gene,5345,5713,-,Uncharacterized,368,5713,,,5713.0,6013.0,5213.0,5713.0
YEL073C,YEL073C,5,gene,7230,7553,-,Uncharacterized,323,7553,,,7553.0,7853.0,7053.0,7553.0
YEL067C,YEL067C,5,gene,26189,26776,-,Uncharacterized,587,26539,,False,26539.0,26839.0,26039.0,26539.0
YEL057C,YEL057C,5,gene,45020,45721,-,Uncharacterized,701,46035,44943.0,False,46035.0,46335.0,45535.0,46035.0
YEL047C,YEL047C,5,gene,65385,66797,-,Verified,1412,66812,65306.0,False,66812.0,67112.0,66312.0,66812.0
YEL043W,YEL043W,5,gene,70478,73348,+,Verified,2870,70445,73415.0,False,70145.0,70445.0,70445.0,70945.0
YEL025C,YEL025C,5,gene,102581,106147,-,Uncharacterized,3566,106165,102298.0,False,106165.0,106465.0,105665.0,106165.0
YEL023C,YEL023C,5,gene,108504,110552,-,Uncharacterized,2048,111114,108386.0,False,111114.0,111414.0,110614.0,111114.0
YEL020C,YEL020C,5,gene,118617,120299,-,Uncharacterized,1682,120299,,,120299.0,120599.0,119799.0,120299.0
YEL007W,YEL007W,5,gene,141892,143892,+,Uncharacterized,2000,141641,143926.0,False,141341.0,141641.0,141641.0,142141.0
YER010C,YER010C,5,gene,172634,173338,-,Verified,704,173368,172569.0,False,173368.0,173668.0,172868.0,173368.0
YER034W,YER034W,5,gene,221846,222403,+,Uncharacterized,557,221834,222619.0,False,221534.0,221834.0,221834.0,222334.0
YER039C-A,YER039C-A,5,gene,229263,229481,-,Uncharacterized,218,229503,,False,229503.0,229803.0,229003.0,229503.0
YER053C-A,YER053C-A,5,gene,260933,261046,-,Uncharacterized,113,261325,,False,261325.0,261625.0,260825.0,261325.0
YER064C,YER064C,5,gene,282705,284222,-,Uncharacterized,1517,284330,282448.0,False,284330.0,284630.0,283830.0,284330.0
YER071C,YER071C,5,gene,301947,302327,-,Uncharacterized,380,302322,301904.0,False,302322.0,302622.0,301822.0,302322.0
YER076C,YER076C,5,gene,312590,313498,-,Uncharacterized,908,313977,312440.0,False,313977.0,314277.0,313477.0,313977.0
YER077C,YER077C,5,gene,314534,316600,-,Uncharacterized,2066,316584,314456.0,False,316584.0,316884.0,316084.0,316584.0
YER078W-A,YER078W-A,5,gene,318646,318810,+,Uncharacterized,164,318564,,False,318264.0,318564.0,318564.0,319064.0
YER079W,YER079W,5,gene,318920,319552,+,Uncharacterized,632,318844,319806.0,False,318544.0,318844.0,318844.0,319344.0
YER085C,YER085C,5,gene,327619,328140,-,Uncharacterized,521,328140,,,328140.0,328440.0,327640.0,328140.0
YER086W,ILV1,5,gene,328477,330207,+,Verified,1730,328378,330347.0,False,328078.0,328378.0,328378.0,328878.0
YER121W,YER121W,5,gene,402375,402719,+,Uncharacterized,344,402346,,False,402046.0,402346.0,402346.0,402846.0
YER128W,YER128W,5,gene,415859,416470,+,Uncharacterized,611,415798,416711.0,False,415498.0,415798.0,415798.0,416298.0
YER130C,YER130C,5,gene,421115,422446,-,Uncharacterized,1331,422514,420897.0,False,422514.0,422814.0,422014.0,422514.0
YER134C,YER134C,5,gene,437267,437803,-,Uncharacterized,536,437850,437017.0,False,437850.0,438150.0,437350.0,437850.0
YER137C,YER137C,5,gene,441373,441819,-,Uncharacterized,446,441840,441304.0,False,441840.0,442140.0,441340.0,441840.0
YER138W-A,YER138W-A,5,gene,449474,449578,+,Uncharacterized,104,449474,,,449174.0,449474.0,449474.0,449974.0
YER140W,YER140W,5,gene,451565,453235,+,Uncharacterized,1670,451524,453468.0,False,451224.0,451524.0,451524.0,452024.0
YER152C,YER152C,5,gene,472657,473988,-,Verified,1331,474017,472621.0,False,474017.0,474317.0,473517.0,474017.0
YER156C,YER156C,5,gene,483325,484341,-,Uncharacterized,1016,484358,483212.0,False,484358.0,484658.0,483858.0,484358.0
YER158C,YER158C,5,gene,488857,490578,-,Uncharacterized,1721,490795,488733.0,False,490795.0,491095.0,490295.0,490795.0
YER163C,YER163C,5,gene,503084,503782,-,Uncharacterized,698,503791,503042.0,False,503791.0,504091.0,503291.0,503791.0
YER175W-A,YER175W-A,5,gene,540650,540814,+,Uncharacterized,164,540515,,False,540215.0,540515.0,540515.0,541015.0
YER184C,YER184C,5,gene,556296,558680,-,Uncharacterized,2384,559112,555952.0,False,559112.0,559412.0,558612.0,559112.0
YER186C,YER186C,5,gene,561705,562625,-,Uncharacterized,920,562805,561500.0,False,562805.0,563105.0,562305.0,562805.0
YER187W,YER187W,5,gene,566230,566655,+,Uncharacterized,425,565529,566860.0,False,565229.0,565529.0,565529.0,566029.0
YER188C-A,YER188C-A,5,gene,569608,569907,-,Uncharacterized,299,570128,,False,570128.0,570428.0,569628.0,570128.0
YER189W,YER189W,5,gene,571155,571523,+,Uncharacterized,368,570765,,False,570465.0,570765.0,570765.0,571265.0
YER190W,YRF1-2,5,gene,571480,576525,+,Verified,5045,570765,576863.0,False,570465.0,570765.0,570765.0,571265.0
YER190C-B,YER190C-B,5,gene,575680,576162,-,Uncharacterized,482,576162,,,576162.0,576462.0,575662.0,576162.0
YFL068W,YFL068W,6,gene,53,535,+,Uncharacterized,482,53,,,-247.0,53.0,53.0,553.0
YFL067W,YFL067W,6,gene,836,1363,+,Uncharacterized,527,836,,,536.0,836.0,836.0,1336.0
YFL066C,YFL066C,6,gene,1437,2615,-,Uncharacterized,1178,2615,,,2615.0,2915.0,2115.0,2615.0
YFL065C,YFL065C,6,gene,3030,3338,-,Uncharacterized,308,3338,,,3338.0,3638.0,2838.0,3338.0
YFL064C,YFL064C,6,gene,3322,3846,-,Uncharacterized,524,3846,,,3846.0,4146.0,3346.0,3846.0
YFL054C,YFL054C,6,gene,20847,22787,-,Uncharacterized,1940,22853,20786.0,False,22853.0,23153.0,22353.0,22853.0
YFL052W,YFL052W,6,gene,28232,29629,+,Uncharacterized,1397,28232,,,27932.0,28232.0,28232.0,28732.0
YFL051C,YFL051C,6,gene,30058,30540,-,Uncharacterized,482,30540,,,30540.0,30840.0,30040.0,30540.0
YFL042C,YFL042C,6,gene,45720,47744,-,Uncharacterized,2024,47778,45660.0,False,47778.0,48078.0,47278.0,47778.0
YFL041W-A,YFL041W-A,6,gene,48734,48925,+,Uncharacterized,191,47917,48987.0,False,47617.0,47917.0,47917.0,48417.0
YFL040W,YFL040W,6,gene,51350,52972,+,Uncharacterized,1622,51350,,,51050.0,51350.0,51350.0,51850.0
YFL034W,YFL034W,6,gene,65477,68698,+,Uncharacterized,3221,65308,68816.0,False,65008.0,65308.0,65308.0,65808.0
YFL012W,YFL012W,6,gene,110647,111093,+,Uncharacterized,446,110647,,,110347.0,110647.0,110647.0,111147.0
YFR006W,YFR006W,6,gene,156145,157752,+,Uncharacterized,1607,156222,157827.0,False,155922.0,156222.0,156222.0,156722.0
YFR012W,YFR012W,6,gene,167888,168496,+,Uncharacterized,608,167978,,False,167678.0,167978.0,167978.0,168478.0
YFR012W-A,YFR012W-A,6,gene,169224,169310,+,Uncharacterized,86,169224,,,168924.0,169224.0,169224.0,169724.0
YFR016C,YFR016C,6,gene,177042,180743,-,Verified,3701,180838,176992.0,False,180838.0,181138.0,180338.0,180838.0
YFR017C,YFR017C,6,gene,182274,182861,-,Uncharacterized,587,182861,,,182861.0,183161.0,182361.0,182861.0
YFR018C,YFR018C,6,gene,183131,184222,-,Uncharacterized,1091,184284,182970.0,False,184284.0,184584.0,183784.0,184284.0
YFR032C-B,YFR032C-B,6,gene,223710,223973,-,Uncharacterized,263,223973,,,223973.0,224273.0,223473.0,223973.0
YFR035C,YFR035C,6,gene,226121,226465,-,Uncharacterized,344,226465,,,226465.0,226765.0,225965.0,226465.0
YFR039C,YFR039C,6,gene,232012,233544,-,Uncharacterized,1532,233674,231950.0,False,233674.0,233974.0,233174.0,233674.0
YFR045W,YFR045W,6,gene,241998,242999,+,Uncharacterized,1001,241983,243076.0,False,241683.0,241983.0,241983.0,242483.0
YFR057W,YFR057W,6,gene,269061,269516,+,Uncharacterized,455,269061,,,268761.0,269061.0,269061.0,269561.0
YGL263W,COS12,7,gene,2790,3932,+,Verified,1142,2785,4080.0,False,2485.0,2785.0,2785.0,3285.0
YGL262W,YGL262W,7,gene,5312,5839,+,Uncharacterized,527,5312,,,5012.0,5312.0,5312.0,5812.0
YGL260W,YGL260W,7,gene,6860,7090,+,Uncharacterized,230,6860,,,6560.0,6860.0,6860.0,7360.0
YGL258W-A,YGL258W-A,7,gene,9162,9395,+,Uncharacterized,233,9162,,,8862.0,9162.0,9162.0,9662.0
YGL242C,YGL242C,7,gene,44652,45197,-,Uncharacterized,545,45253,44528.0,False,45253.0,45553.0,44753.0,45253.0
YGL235W,YGL235W,7,gene,55279,55815,+,Uncharacterized,536,55279,,,54979.0,55279.0,55279.0,55779.0
YGL230C,YGL230C,7,gene,63772,64215,-,Uncharacterized,443,64286,63564.0,False,64286.0,64586.0,63786.0,64286.0
YGL194C-A,YGL194C-A,7,gene,139719,139961,-,Uncharacterized,242,140153,139559.0,False,140153.0,140453.0,139653.0,140153.0
YGL193C,YGL193C,7,gene,141916,142227,-,Uncharacterized,311,142227,,,142227.0,142527.0,141727.0,142227.0
YGL188C-A,YGL188C-A,7,gene,148824,148964,-,Uncharacterized,140,148980,,False,148980.0,149280.0,148480.0,148980.0
YGL185C,YGL185C,7,gene,153167,154306,-,Uncharacterized,1139,154316,153088.0,False,154316.0,154616.0,153816.0,154316.0
YGL176C,YGL176C,7,gene,171415,173079,-,Uncharacterized,1664,173129,171309.0,False,173129.0,173429.0,172629.0,173129.0
YGL159W,YGL159W,7,gene,202721,203833,+,Uncharacterized,1112,202699,203987.0,False,202399.0,202699.0,202699.0,203199.0
YGL140C,YGL140C,7,gene,241353,245012,-,Uncharacterized,3659,245200,241116.0,False,245200.0,245500.0,244700.0,245200.0
YGL138C,YGL138C,7,gene,248494,249531,-,Uncharacterized,1037,249531,,,249531.0,249831.0,249031.0,249531.0
YGL117W,YGL117W,7,gene,288512,289309,+,Uncharacterized,797,288427,289396.0,False,288127.0,288427.0,288427.0,288927.0
YGL114W,YGL114W,7,gene,293460,295637,+,Uncharacterized,2177,293420,295678.0,False,293120.0,293420.0,293420.0,293920.0
YGL108C,YGL108C,7,gene,303649,304071,-,Uncharacterized,422,304109,303460.0,False,304109.0,304409.0,303609.0,304109.0
YGL101W,YGL101W,7,gene,312193,312840,+,Uncharacterized,647,312166,313096.0,False,311866.0,312166.0,312166.0,312666.0
YGL082W,YGL082W,7,gene,355827,356972,+,Uncharacterized,1145,355738,357164.0,False,355438.0,355738.0,355738.0,356238.0
YGL081W,YGL081W,7,gene,357377,358339,+,Uncharacterized,962,357377,,,357077.0,357377.0,357377.0,357877.0
YGL041C-B,YGL041C-B,7,gene,418704,418886,-,Uncharacterized,182,418886,,,418886.0,419186.0,418386.0,418886.0
YGL041W-A,YGL041W-A,7,gene,418825,419289,+,Uncharacterized,464,418815,419425.0,False,418515.0,418815.0,418815.0,419315.0
YGL039W,YGL039W,7,gene,423961,425007,+,Verified,1046,423850,425121.0,False,423550.0,423850.0,423850.0,424350.0
YGL036W,YGL036W,7,gene,428601,431330,+,Uncharacterized,2729,428601,,,428301.0,428601.0,428601.0,429101.0
YGL015C,YGL015C,7,gene,465043,465435,-,Uncharacterized,392,465435,,,465435.0,465735.0,464935.0,465435.0
YGL010W,YGL010W,7,gene,475545,476069,+,Uncharacterized,524,475496,476268.0,False,475196.0,475496.0,475496.0,475996.0
YGL007C-A,YGL007C-A,7,gene,482941,483027,-,Uncharacterized,86,483183,482832.0,False,483183.0,483483.0,482683.0,483183.0
YGL006W-A,YGL006W-A,7,gene,485423,485533,+,Uncharacterized,110,485423,,,485123.0,485423.0,485423.0,485923.0
YGR001C,YGR001C,7,gene,497133,498034,-,Uncharacterized,901,498044,497057.0,False,498044.0,498344.0,497544.0,498044.0
YGR012W,YGR012W,7,gene,513159,514340,+,Verified,1181,513131,514430.0,False,512831.0,513131.0,513131.0,513631.0
YGR015C,YGR015C,7,gene,521090,522076,-,Uncharacterized,986,522079,520803.0,False,522079.0,522379.0,521579.0,522079.0
YGR016W,YGR016W,7,gene,522261,522833,+,Uncharacterized,572,522239,523022.0,False,521939.0,522239.0,522239.0,522739.0
YGR017W,YGR017W,7,gene,523787,524680,+,Uncharacterized,893,523616,524798.0,False,523316.0,523616.0,523616.0,524116.0
YGR021W,YGR021W,7,gene,527632,528504,+,Uncharacterized,872,527620,528589.0,False,527320.0,527620.0,527620.0,528120.0
YGR026W,YGR026W,7,gene,532985,533821,+,Uncharacterized,836,532846,534007.0,False,532546.0,532846.0,532846.0,533346.0
YGR031W,YGR031W,7,gene,546441,547469,+,Uncharacterized,1028,546370,547764.0,False,546070.0,546370.0,546370.0,546870.0
YGR035C,YGR035C,7,gene,557072,557422,-,Uncharacterized,350,557513,556914.0,False,557513.0,557813.0,557013.0,557513.0
YGR035W-A,YGR035W-A,7,gene,557565,557786,+,Uncharacterized,221,557565,,,557265.0,557565.0,557565.0,558065.0
YGR042W,YGR042W,7,gene,579476,580291,+,Uncharacterized,815,579458,580390.0,False,579158.0,579458.0,579458.0,579958.0
YGR053C,YGR053C,7,gene,594986,595837,-,Uncharacterized,851,595953,594930.0,False,595953.0,596253.0,595453.0,595953.0
YGR054W,YGR054W,7,gene,596693,598621,+,Verified,1928,596523,598834.0,False,596223.0,596523.0,596523.0,597023.0
YGR066C,YGR066C,7,gene,620921,621799,-,Uncharacterized,878,621799,,,621799.0,622099.0,621299.0,621799.0
YGR067C,YGR067C,7,gene,622372,624786,-,Uncharacterized,2414,624786,,,624786.0,625086.0,624286.0,624786.0
YGR071C,YGR071C,7,gene,631481,634063,-,Uncharacterized,2582,634137,631313.0,False,634137.0,634437.0,633637.0,634137.0
YGR079W,YGR079W,7,gene,640720,641832,+,Uncharacterized,1112,640825,641924.0,False,640525.0,640825.0,640825.0,641325.0
YGR093W,YGR093W,7,gene,670388,671911,+,Uncharacterized,1523,670323,671993.0,False,670023.0,670323.0,670323.0,670823.0
YGR102C,YGR102C,7,gene,694584,695135,-,Verified,551,695142,694411.0,False,695142.0,695442.0,694642.0,695142.0
YGR111W,YGR111W,7,gene,715828,717030,+,Uncharacterized,1202,715738,717156.0,False,715438.0,715738.0,715738.0,716238.0
YGR117C,YGR117C,7,gene,725049,726479,-,Uncharacterized,1430,726489,724823.0,False,726489.0,726789.0,725989.0,726489.0
YGR121W-A,YGR121W-A,7,gene,733412,733627,+,Uncharacterized,215,733197,,False,732897.0,733197.0,733197.0,733697.0
YGR122W,YGR122W,7,gene,733935,735143,+,Verified,1208,733793,735515.0,False,733493.0,733793.0,733793.0,734293.0
YGR125W,YGR125W,7,gene,742325,745435,+,Uncharacterized,3110,742104,745596.0,False,741804.0,742104.0,742104.0,742604.0
YGR126W,YGR126W,7,gene,745835,746527,+,Uncharacterized,692,745723,,False,745423.0,745723.0,745723.0,746223.0
YGR127W,YGR127W,7,gene,746798,747736,+,Uncharacterized,938,746696,747952.0,False,746396.0,746696.0,746696.0,747196.0
YGR130C,YGR130C,7,gene,751394,753844,-,Verified,2450,753978,751220.0,False,753978.0,754278.0,753478.0,753978.0
YGR146C-A,YGR146C-A,7,gene,785276,785437,-,Uncharacterized,161,785494,785114.0,False,785494.0,785794.0,784994.0,785494.0
YGR149W,YGR149W,7,gene,789031,790329,+,Uncharacterized,1298,788628,790517.0,False,788328.0,788628.0,788628.0,789128.0
YGR153W,YGR153W,7,gene,796092,796745,+,Uncharacterized,653,796072,796938.0,False,795772.0,796072.0,796072.0,796572.0
YGR161W-C,YGR161W-C,7,gene,810227,810505,+,Uncharacterized,278,810185,810754.0,False,809885.0,810185.0,810185.0,810685.0
YGR168C,YGR168C,7,gene,833352,834482,-,Uncharacterized,1130,834524,833255.0,False,834524.0,834824.0,834024.0,834524.0
YGR169C-A,YGR169C-A,7,gene,836387,836665,-,Uncharacterized,278,836729,836025.0,False,836729.0,837029.0,836229.0,836729.0
YGR171C,MSM1,7,gene,840824,842551,-,Verified,1727,842575,840711.0,False,842575.0,842875.0,842075.0,842575.0
YGR174W-A,YGR174W-A,7,gene,846655,846741,+,Uncharacterized,86,846532,,False,846232.0,846532.0,846532.0,847032.0
YGR201C,YGR201C,7,gene,902520,903197,-,Uncharacterized,677,903202,902453.0,False,903202.0,903502.0,902702.0,903202.0
YGR204C-A,YGR204C-A,7,gene,909061,909174,-,Uncharacterized,113,909174,,,909174.0,909474.0,908674.0,909174.0
YGR205W,YGR205W,7,gene,909213,910085,+,Verified,872,909084,910213.0,False,908784.0,909084.0,909084.0,909584.0
YGR207C,YGR207C,7,gene,910843,911628,-,Verified,785,911659,910734.0,False,911659.0,911959.0,911159.0,911659.0
YGR210C,YGR210C,7,gene,913503,914738,-,Uncharacterized,1235,914783,913408.0,False,914783.0,915083.0,914283.0,914783.0
YGR235C,YGR235C,7,gene,961360,962061,-,Uncharacterized,701,962092,961132.0,False,962092.0,962392.0,961592.0,962092.0
YGR237C,YGR237C,7,gene,963298,965655,-,Uncharacterized,2357,965744,963152.0,False,965744.0,966044.0,965244.0,965744.0
YGR240C-A,YGR240C-A,7,gene,974577,974777,-,Uncharacterized,200,974777,,,974777.0,975077.0,974277.0,974777.0
YGR250C,YGR250C,7,gene,991176,993521,-,Verified,2345,993773,991066.0,False,993773.0,994073.0,993273.0,993773.0
YGR251W,YGR251W,7,gene,995639,996229,+,Verified,590,995612,996573.0,False,995312.0,995612.0,995612.0,996112.0
YGR266W,YGR266W,7,gene,1022656,1024761,+,Verified,2105,1022593,1025006.0,False,1022293.0,1022593.0,1022593.0,1023093.0
YGR273C,YGR273C,7,gene,1038715,1039239,-,Uncharacterized,524,1039239,,,1039239.0,1039539.0,1038739.0,1039239.0
YGR283C,YGR283C,7,gene,1059015,1060040,-,Verified,1025,1060068,1058912.0,False,1060068.0,1060368.0,1059568.0,1060068.0
YGR296W,YRF1-3,7,gene,1084864,1090591,+,Verified,5727,1084796,1090669.0,False,1084496.0,1084796.0,1084796.0,1085296.0
YHL050C,YHL050C,8,gene,445,3311,-,Uncharacterized,2866,3351,369.0,False,3351.0,3651.0,2851.0,3351.0
YHL049C,YHL049C,8,gene,3726,4541,-,Uncharacterized,815,4827,,False,4827.0,5127.0,4327.0,4827.0
YHL048C-A,YHL048C-A,8,gene,5663,5797,-,Uncharacterized,134,5797,,,5797.0,6097.0,5297.0,5797.0
YHL044W,YHL044W,8,gene,13565,14272,+,Uncharacterized,707,13539,14521.0,False,13239.0,13539.0,13539.0,14039.0
YHL042W,YHL042W,8,gene,15667,16119,+,Uncharacterized,452,15887,16438.0,False,15587.0,15887.0,15887.0,16387.0
YHL026C,YHL026C,8,gene,53219,54166,-,Uncharacterized,947,54279,53102.0,False,54279.0,54579.0,53779.0,54279.0
YHL018W,YHL018W,8,gene,69708,70070,+,Uncharacterized,362,69694,,False,69394.0,69694.0,69694.0,70194.0
YHL017W,YHL017W,8,gene,70276,71874,+,Uncharacterized,1598,70255,72007.0,False,69955.0,70255.0,70255.0,70755.0
YHL015W-A,YHL015W-A,8,gene,74699,74782,+,Uncharacterized,83,74699,,,74399.0,74699.0,74699.0,75199.0
YHL012W,YHL012W,8,gene,78936,80417,+,Uncharacterized,1481,78936,,,78636.0,78936.0,78936.0,79436.0
YHL008C,YHL008C,8,gene,92627,94510,-,Uncharacterized,1883,94651,92428.0,False,94651.0,94951.0,94151.0,94651.0
YHR003C,YHR003C,8,gene,110028,111317,-,Verified,1289,111337,109969.0,False,111337.0,111637.0,110837.0,111337.0
YHR007C-A,YHR007C-A,8,gene,122550,122765,-,Uncharacterized,215,122765,,,122765.0,123065.0,122265.0,122765.0
YHR009C,YHR009C,8,gene,124109,125680,-,Uncharacterized,1571,125916,123959.0,False,125916.0,126216.0,125416.0,125916.0
YHR020W,YHR020W,8,gene,143996,146062,+,Verified,2066,143878,146147.0,False,143578.0,143878.0,143878.0,144378.0
YHR022C,YHR022C,8,gene,149575,150345,-,Uncharacterized,770,150787,149548.0,False,150787.0,151087.0,150287.0,150787.0
YHR022C-A,YHR022C-A,8,gene,151217,151306,-,Uncharacterized,89,151306,,,151306.0,151606.0,150806.0,151306.0
YHR033W,YHR033W,8,gene,175548,176819,+,Uncharacterized,1271,175548,,,175248.0,175548.0,175548.0,176048.0
YHR035W,YHR035W,8,gene,178219,180111,+,Uncharacterized,1892,178195,180374.0,False,177895.0,178195.0,178195.0,178695.0
YHR045W,YHR045W,8,gene,195551,197233,+,Uncharacterized,1682,195422,197301.0,False,195122.0,195422.0,195422.0,195922.0
YHR050W-A,YHR050W-A,8,gene,209475,209645,+,Uncharacterized,170,209475,,,209175.0,209475.0,209475.0,209975.0
YHR053C,CUP1-1,8,gene,212535,212720,-,Verified,185,212780,212349.0,False,212780.0,213080.0,212280.0,212780.0
YHR054C,YHR054C,8,gene,213185,214249,-,Uncharacterized,1064,214249,,,214249.0,214549.0,213749.0,214249.0
YHR055C,CUP1-2,8,gene,214533,214718,-,Verified,185,214778,214359.0,False,214778.0,215078.0,214278.0,214778.0
YHR078W,YHR078W,8,gene,256360,258018,+,Uncharacterized,1658,256333,258144.0,False,256033.0,256333.0,256333.0,256833.0
YHR080C,YHR080C,8,gene,262801,266838,-,Verified,4037,267059,262751.0,False,267059.0,267359.0,266559.0,267059.0
YHR086W-A,YHR086W-A,8,gene,280231,280392,+,Uncharacterized,161,280231,,,279931.0,280231.0,280231.0,280731.0
YHR097C,YHR097C,8,gene,297385,298609,-,Uncharacterized,1224,298747,297261.0,False,298747.0,299047.0,298247.0,298747.0
YHR112C,YHR112C,8,gene,334527,335663,-,Uncharacterized,1136,335697,334329.0,False,335697.0,335997.0,335197.0,335697.0
YHR113W,YHR113W,8,gene,336337,337809,+,Verified,1472,336344,337951.0,False,336044.0,336344.0,336344.0,336844.0
YHR122W,YHR122W,8,gene,353625,354320,+,Verified,695,353571,354464.0,False,353271.0,353571.0,353571.0,354071.0
YHR127W,YHR127W,8,gene,360913,361644,+,Verified,731,360869,361866.0,False,360569.0,360869.0,360869.0,361369.0
YHR131C,YHR131C,8,gene,365340,367892,-,Uncharacterized,2552,368135,365080.0,False,368135.0,368435.0,367635.0,368135.0
YHR138C,YHR138C,8,gene,377355,377699,-,Uncharacterized,344,377711,377241.0,False,377711.0,378011.0,377211.0,377711.0
YHR140W,YHR140W,8,gene,380572,381291,+,Uncharacterized,719,380572,,,380272.0,380572.0,380572.0,381072.0
YHR159W,YHR159W,8,gene,417549,419063,+,Uncharacterized,1514,417508,419356.0,False,417208.0,417508.0,417508.0,418008.0
YHR162W,YHR162W,8,gene,423072,423461,+,Uncharacterized,389,422906,423576.0,False,422606.0,422906.0,422906.0,423406.0
YHR175W-A,YHR175W-A,8,gene,453558,453707,+,Uncharacterized,149,453558,,,453258.0,453558.0,453558.0,454058.0
YHR177W,YHR177W,8,gene,456591,457952,+,Uncharacterized,1361,456514,,False,456214.0,456514.0,456514.0,457014.0
YHR182W,YHR182W,8,gene,468219,470576,+,Uncharacterized,2357,468185,470629.0,False,467885.0,468185.0,468185.0,468685.0
YHR192W,YHR192W,8,gene,486826,487662,+,Uncharacterized,836,486791,487740.0,False,486491.0,486791.0,486791.0,487291.0
YHR202W,YHR202W,8,gene,502388,504196,+,Uncharacterized,1808,502112,504259.0,False,501812.0,502112.0,502112.0,502612.0
