Gene_ID,Gene_name,Fourier_score,P_value,FDR,Cell_cycle_phase
YDR035W,ARO3,3.147990079,0.51638,0.635947169,NA
YKR026C,GCN3,3.200672229,0.5163,0.635947169,NA
YGL100W,SEH1,3.227006813,0.51697,0.636393372,NA
YNR046W,TRM112,3.12625145,0.51688,0.636393372,NA
YDR427W,RPN9,3.159089454,0.51744,0.636831704,NA
YDR087C,RRP1,3.136316693,0.51786,0.63706809,NA
YNL241C,ZWF1,3.163923083,0.51777,0.63706809,NA
YPL201C,YIG1,3.136202997,0.51801,0.637112409,NA
YKL204W,EAP1,3.149651222,0.519,0.638189617,NA
YML054C-A,YML054C-A,3.480499988,0.51995,0.639217176,NA
YCR037C,PHO87,3.139473842,0.52025,0.63935011,NA
YGR123C,PPT1,3.125514898,0.52063,0.63935011,NA
YLR452C,SST2,3.176697176,0.52033,0.63935011,NA
YMR313C,TGL3,3.155921321,0.5206,0.63935011,NA
YLR264C-A,YLR264C-A,3.149528833,0.52047,0.63935011,NA
YOR338W,YOR338W,3.297762359,0.52076,0.639369295,NA
YCR099C,YCR099C,3.244158185,0.52088,0.639376197,NA
YGL077C,HNM1,3.15229927,0.52105,0.639444457,NA
YKL001C,MET14,3.263701355,0.52141,0.639745808,NA
YOL002C,IZH2,3.136101574,0.52192,0.640231029,NA
YMR044W,IOC4,3.394300132,0.52307,0.641500943,NA
YEL066W,HPA3,3.120927412,0.52336,0.641575088,NA
YIL064W,SEE1,3.115681288,0.52332,0.641575088,NA
YER132C,PMD1,3.101752231,0.52374,0.641894654,NA
YGR034W,RPL26B,3.150911224,0.52387,0.641894654,NA
YGR268C,HUA1,3.242400191,0.52401,0.641894654,NA
YJR072C,NPA3,3.158054685,0.52408,0.641894654,NA
YLR094C,GIS3,3.203492409,0.52429,0.641968528,NA
YLR412W,BER1,3.106293422,0.52437,0.641968528,NA
YHL002W,HSE1,3.241106923,0.52597,0.643786359,NA
YBL075C,SSA3,3.303742234,0.52674,0.644587697,NA
YBL041W,PRE7,3.147736831,0.52702,0.644789188,NA
YDR395W,SXM1,3.119157844,0.52753,0.645271926,NA
YGL213C,SKI8,3.248052949,0.52776,0.645412032,NA
YPL043W,NOP4,3.092628033,0.52826,0.645882196,NA
YDL121C,YDL121C,3.07473662,0.52856,0.645966419,NA
YDR500C,RPL37B,3.135982252,0.52845,0.645966419,NA
YDR473C,PRP3,3.212266109,0.52937,0.646500961,NA
YGL009C,LEU1,3.131704012,0.52938,0.646500961,NA
YHL036W,MUP3,3.169268718,0.52946,0.646500961,NA
YPR113W,PIS1,3.242957795,0.52918,0.646500961,NA
YBR048W,RPS11B,3.113746614,0.52986,0.646848089,NA
YBL033C,RIB1,3.142675295,0.53044,0.64741476,NA
YGL166W,CUP2,3.384391387,0.53065,0.647529688,NA
YOR123C,LEO1,3.145305553,0.53083,0.647607966,NA
YNR006W,VPS27,3.147834495,0.53129,0.648027733,NA
YKL216W,URA1,3.074841855,0.53161,0.648276592,NA
YKR056W,TRM2,3.073230574,0.53192,0.648513152,NA
YNL158W,PGA1,3.141014728,0.53254,0.649127475,NA
YDR289C,RTT103,3.107839608,0.53324,0.649839023,NA
YPL093W,NOG1,3.05902252,0.53511,0.651975785,NA
YAL041W,CDC24,3.088498226,0.53565,0.652304661,NA
YPR200C,ARR2,3.078112468,0.53573,0.652304661,NA
YDL223C,HBT1,3.297998311,0.53572,0.652304661,NA
YOR167C,RPS28A,3.076302587,0.53594,0.652418249,NA
YER180C-A,SLO1,3.136285741,0.53614,0.652519617,NA
YNL246W,VPS75,3.118841473,0.53638,0.652669613,NA
YLL033W,IRC19,3.075948367,0.5368,0.65303852,NA
YBL091C-A,SCS22,3.298450022,0.53715,0.653322128,NA
YKL009W,MRT4,3.043950409,0.53818,0.654432499,NA
YCR106W,RDS1,3.044905049,0.53848,0.654654893,NA
YHR157W,REC104,3.039365305,0.53867,0.654743488,NA
YEL029C,BUD16,3.149489232,0.53962,0.655295156,NA
YLR113W,HOG1,3.022280324,0.53955,0.655295156,NA
YLR406C-A,YLR406C-A,3.134709398,0.53942,0.655295156,NA
YOL022C,TSR4,3.039611554,0.53971,0.655295156,NA
YOR210W,RPB10,3.022951603,0.53953,0.655295156,NA
YDL234C,GYP7,3.104510626,0.54058,0.656208947,NA
YGL230C,YGL230C,3.180105046,0.54115,0.65675825,NA
YHR039C-A,VMA10,3.131486342,0.54161,0.656888674,NA
YJR074W,MOG1,3.087196089,0.54151,0.656888674,NA
YOR339C,UBC11,3.051140942,0.54148,0.656888674,NA
YMR167W,MLH1,3.055479321,0.54192,0.657122082,NA
YNL318C,HXT14,3.063948427,0.5422,0.65731902,NA
YOR293W,RPS10A,3.098032402,0.54338,0.658606722,NA
YBL029C-A,YBL029C-A,3.009477312,0.5447,0.658807612,NA
YEL059C-A,SOM1,3.201070966,0.54449,0.658807612,NA
YEL009C,GCN4,3.024185031,0.54475,0.658807612,NA
YFL005W,SEC4,3.062616453,0.54456,0.658807612,NA
YGL181W,GTS1,3.058686169,0.54427,0.658807612,NA
YHR021C,RPS27B,3.046593968,0.54488,0.658807612,NA
YHR056C,RSC30,3.11344242,0.54456,0.658807612,NA
YMR065W,KAR5,3.016534224,0.54438,0.658807612,NA
YMR246W,FAA4,3.118685359,0.54496,0.658807612,NA
YOL164W,BDS1,3.249729608,0.54415,0.658807612,NA
YPR057W,BRR1,3.03810724,0.54377,0.658807612,NA
YLR377C,FBP1,3.013103053,0.54397,0.658807612,NA
YNL316C,PHA2,3.001921826,0.54523,0.658991503,NA
YLR449W,FPR4,3.027799835,0.54541,0.659066559,NA
YER153C,PET122,2.996730921,0.54589,0.659373596,NA
YOR361C,PRT1,3.006986373,0.5459,0.659373596,NA
YDR299W,BFR2,3.001126378,0.54628,0.659441352,NA
YER021W,RPN3,3.067193031,0.54631,0.659441352,NA
YLR132C,YLR132C,3.066334092,0.54621,0.659441352,NA
YGL258W,VEL1,3.158102723,0.54647,0.659492077,NA
YOR011W-A,YOR011W-A,2.989261342,0.54665,0.659566911,NA
YIL075C,RPN2,3.081154829,0.54709,0.659955352,NA
YBR196C,PGI1,3.137565774,0.5491,0.662094262,NA
YLR344W,RPL26A,3.058222939,0.54906,0.662094262,NA
YMR241W,YHM2,3.017533591,0.54923,0.662108195,NA
YNL080C,EOS1,3.001935188,0.5494,0.662170332,NA
YKR074W,AIM29,2.990215314,0.55018,0.662824612,NA
YOL152W,FRE7,3.198560743,0.55018,0.662824612,NA
YOR182C,RPS30B,3.073857069,0.5503,0.662826331,NA
YDL173W,PAR32,3.20379874,0.5507,0.663165231,NA
YGR060W,ERG25,3.022130008,0.5509,0.663263192,NA
YMR115W,MGR3,3.135966088,0.55117,0.663338644,NA
YPR122W,AXL1,2.998748397,0.5512,0.663338644,NA
YFR048W,RMD8,3.025027351,0.55144,0.663341855,NA
YJL089W,SIP4,3.351451696,0.55138,0.663341855,NA
YOR231W,MKK1,3.126742966,0.55177,0.66359602,NA
YDR314C,RAD34,3.002184987,0.55203,0.663765907,NA
YAL064C-A,YAL064C-A,3.071778215,0.55229,0.66393572,NA
YBR118W,TEF2,3.42987226,0.55273,0.664036256,NA
YIL043C,CBR1,3.065640485,0.55255,0.664036256,NA
YKR023W,YKR023W,3.037667054,0.55264,0.664036256,NA
YOL139C,CDC33,3.078800072,0.55295,0.664157821,NA
YJL127C,SPT10,3.011803109,0.55327,0.66439942,NA
YDR260C,SWM1,3.003714581,0.55401,0.664859575,NA
YMR230W,RPS10B,3.148325064,0.55389,0.664859575,NA
YOR362C,PRE10,2.999482342,0.55397,0.664859575,NA
YBR082C,UBC4,2.990561849,0.5544,0.665184804,NA
YBR110W,ALG1,2.95910451,0.55458,0.665187213,NA
YMR288W,HSH155,3.004548669,0.55464,0.665187213,NA
YPL076W,GPI2,2.980219335,0.5549,0.665225584,NA
YPL017C,IRC15,3.209941222,0.55491,0.665225584,NA
YDL214C,PRR2,3.0598092,0.55515,0.665370605,NA
YDL175C,AIR2,2.973177539,0.55568,0.665744321,NA
YFR030W,MET10,3.014145372,0.5557,0.665744321,NA
YLR109W,AHP1,3.011060699,0.556,0.665961003,NA
YBR025C,OLA1,2.950198765,0.55664,0.666026006,NA
YCL044C,MGR1,2.99867725,0.55661,0.666026006,NA
YLL035W,GRC3,2.982649638,0.55618,0.666026006,NA
YOL123W,HRP1,3.026533651,0.55633,0.666026006,NA
YGL158W,RCK1,3.476770075,0.55665,0.666026006,NA
YMR300C,ADE4,2.974581229,0.55737,0.666744768,NA
YEL037C,RAD23,3.093939628,0.55794,0.667141091,NA
YMR182C,RGM1,2.942544774,0.55793,0.667141091,NA
YGR027C,RPS25A,3.006480325,0.5582,0.667309239,NA
YBL068W,PRS4,2.975747877,0.55893,0.668039064,NA
YLR015W,BRE2,2.959692339,0.55932,0.668362292,NA
YLR127C,APC2,3.035034182,0.55944,0.668362813,NA
YPR048W,TAH18,2.93446027,0.55956,0.668363333,NA
YGR118W,RPS23A,3.071404146,0.56001,0.66856782,NA
YKL184W,SPE1,2.981608954,0.55988,0.66856782,NA
YIL146C,ATG32,3.10541153,0.56009,0.66856782,NA
YDR486C,VPS60,3.047031872,0.56026,0.668627968,NA
YJL033W,HCA4,2.941160473,0.5608,0.668986769,NA
YNL275W,BOR1,2.961532084,0.56077,0.668986769,NA
YKL145W,RPT1,2.976217368,0.56173,0.669953211,NA
YFR023W,PES4,2.961418131,0.56242,0.670633063,NA
YDR542W,PAU10,2.929225404,0.56257,0.670668863,NA
YBL066C,SEF1,2.923078262,0.56308,0.670740443,NA
YIL008W,URM1,2.922408191,0.56278,0.670740443,NA
YMR192W,GYL1,2.960942575,0.56311,0.670740443,NA
YNR052C,POP2,3.037876995,0.56303,0.670740443,NA
YBR034C,HMT1,2.944099456,0.56385,0.671335783,NA
YDL007C-A,YDL007C-A,2.910258339,0.56385,0.671335783,NA
YPR143W,RRP15,2.915495458,0.56477,0.672287968,NA
YNR051C,BRE5,2.970279481,0.5651,0.672537577,NA
YJL052C-A,YJL052C-A,2.960097473,0.56671,0.674310111,NA
YLR002C,NOC3,2.92350361,0.56689,0.674380741,NA
YGL070C,RPB9,2.948493133,0.56726,0.674677319,NA
YIL027C,KRE27,3.053801918,0.56778,0.675152138,NA
YGL215W,CLG1,3.140784213,0.56792,0.675174989,NA
YLL008W,DRS1,2.933314601,0.56852,0.675744589,NA
YPL266W,DIM1,2.914594482,0.56911,0.676302062,NA
YGL188C-A,YGL188C-A,2.989542592,0.5699,0.677096918,NA
YGL189C,RPS26A,2.983278346,0.57008,0.677166851,NA
YLL048C,YBT1,2.919964098,0.57051,0.677533652,NA
YIL057C,RGI2,2.969375389,0.57077,0.677698449,NA
YHR034C,PIH1,3.093449719,0.57098,0.677803822,NA
YJR109C,CPA2,2.884913523,0.57146,0.678085629,NA
YKL210W,UBA1,2.939433924,0.57146,0.678085629,NA
YER148W,SPT15,3.024645264,0.57189,0.678451846,NA
YLR215C,CDC123,2.911660972,0.57239,0.678900934,NA
YDR301W,CFT1,2.932627043,0.57274,0.679122757,NA
YIL091C,UTP25,2.888169731,0.57282,0.679122757,NA
YDR043C,NRG1,2.89204641,0.57296,0.679144699,NA
YLL057C,JLP1,2.993320246,0.57511,0.681548633,NA
YER011W,TIR1,2.889695003,0.576,0.682152838,NA
YGR106C,VOA1,2.899034101,0.57623,0.682152838,NA
YGR125W,YGR125W,2.878897999,0.57583,0.682152838,NA
YGR200C,ELP2,2.868594693,0.57617,0.682152838,NA
YOL131W,YOL131W,2.876125551,0.57611,0.682152838,NA
YBR294W,SUL1,2.920507657,0.57641,0.682221448,NA
YCL054W,SPB1,2.873665644,0.57701,0.682642519,NA
YDR450W,RPS18A,2.920579106,0.57695,0.682642519,NA
YDR153C,ENT5,2.853114889,0.57741,0.682971202,NA
YDL209C,CWC2,2.914663075,0.57777,0.682998943,NA
YJL041W,NSP1,2.860907774,0.57769,0.682998943,NA
YOR276W,CAF20,2.937916392,0.5778,0.682998943,NA
YKL095W,YJU2,2.869194497,0.57901,0.684284545,NA
YML099C,ARG81,2.946705072,0.57916,0.684317142,NA
YDR275W,BSC2,2.925507548,0.58013,0.685318407,NA
YML093W,UTP14,2.846107624,0.58079,0.685953116,NA
YDL043C,PRP11,2.863573177,0.58096,0.686008956,NA
YGR169C-A,YGR169C-A,2.863445722,0.58132,0.686289081,NA
YLR308W,CDA2,3.130771827,0.58157,0.686439253,NA
YNL207W,RIO2,2.84752294,0.58188,0.686660165,NA
YEL056W,HAT2,2.854383021,0.58231,0.687022562,NA
YBR127C,VMA2,2.862300669,0.58248,0.687078118,NA
YNR024W,MPP6,2.865746765,0.58295,0.687487447,NA
YMR059W,SEN15,2.853120366,0.58349,0.687979139,NA
YER047C,SAP1,2.864997821,0.58383,0.688234859,NA
YHL020C,OPI1,3.358555262,0.58429,0.6886319,NA
YGR175C,ERG1,2.851717903,0.58476,0.689040556,NA
YHR194W,MDM31,2.880301007,0.58599,0.690344384,NA
YBL071W-A,KTI11,2.863383547,0.58681,0.690916467,NA
YDR165W,TRM82,2.820473653,0.58663,0.690916467,NA
YHR036W,BRL1,2.965660098,0.58697,0.690916467,NA
YLR108C,YLR108C,2.83617257,0.58694,0.690916467,NA
YLR028C,ADE16,2.959070559,0.58715,0.690982842,NA
YPR082C,DIB1,2.807981054,0.58805,0.691809554,NA
YBL007C,SLA1,2.906880979,0.5881,0.691809554,NA
YBL001C,ECM15,2.842684887,0.58834,0.691883025,NA
YGR103W,NOP7,2.832671009,0.58841,0.691883025,NA
YAL059W,ECM1,2.816279094,0.58856,0.691913859,NA
YBR040W,FIG1,2.832258538,0.58931,0.692225005,NA
YLR060W,FRS1,2.815487294,0.58929,0.692225005,NA
YLR323C,CWC24,2.844959571,0.58921,0.692225005,NA
YOR385W,YOR385W,2.90896215,0.58932,0.692225005,NA
YBR143C,SUP45,2.807545015,0.58957,0.692373172,NA
YAL012W,CYS3,2.891867895,0.59043,0.69304029,NA
YDL240W,LRG1,2.855164874,0.59051,0.69304029,NA
YNL159C,ASI2,2.904130579,0.59029,0.69304029,NA
YOR303W,CPA1,2.935885828,0.59078,0.693211629,NA
YBL091C,MAP2,2.865193238,0.59101,0.693335971,NA
YBR102C,EXO84,2.863935574,0.59264,0.694958083,NA
YIL110W,HPM1,2.829091597,0.5928,0.694958083,NA
YNR063W,YNR063W,2.852782772,0.59266,0.694958083,NA
YPR178W,PRP4,2.835420826,0.59289,0.694958083,NA
YIL116W,HIS5,2.795969242,0.59311,0.69507021,NA
YOR221C,MCT1,2.860798074,0.59329,0.695135422,NA
YLR415C,YLR415C,2.840388681,0.59384,0.695634032,NA
YJR124C,YJR124C,2.841422193,0.59484,0.696548659,NA
YOR255W,OSW1,2.812444669,0.59487,0.696548659,NA
YBR147W,RTC2,2.786811837,0.59536,0.696976419,NA
YOR009W,TIR4,2.845062197,0.59605,0.697638086,NA
YER156C,YER156C,2.793348865,0.5965,0.697983846,NA
YLR359W,ADE13,2.792664278,0.5966,0.697983846,NA
YMR209C,YMR209C,2.859790059,0.59672,0.697983846,NA
YOR145C,PNO1,2.777715009,0.59727,0.698481025,NA
YHR139C,SPS100,2.977776829,0.59763,0.698755846,NA
YDL115C,IWR1,2.820578176,0.5978,0.698808448,NA
YEL027W,VMA3,2.791383692,0.59853,0.699515513,NA
YGR035C,YGR035C,2.815804735,0.59866,0.699521196,NA
YJL060W,BNA3,2.787687629,0.59884,0.699585287,NA
YNL292W,PUS4,2.784714599,0.599,0.699625992,NA
YOL073C,YOL073C,2.91346348,0.59928,0.69980681,NA
YJR005W,APL1,2.873791164,0.59949,0.699905827,NA
YCL064C,CHA1,2.777231055,0.60013,0.70014371,NA
YDR404C,RPB7,2.918895363,0.60018,0.70014371,NA
YHR156C,LIN1,2.862204042,0.6002,0.70014371,NA
YLR287C,YLR287C,2.804358355,0.60018,0.70014371,NA
YOR363C,PIP2,2.82593499,0.60032,0.70014371,NA
YDR056C,YDR056C,2.926886992,0.60058,0.700300834,NA
YDR151C,CTH1,2.750420495,0.60144,0.701098103,NA
YJL212C,OPT1,2.970811127,0.60164,0.701098103,NA
YML047C,PRM6,2.768084309,0.60161,0.701098103,NA
YKR059W,TIF1,3.192465896,0.60183,0.701173343,NA
YPR074C,TKL1,3.102429951,0.60213,0.701376683,NA
YCR054C,CTR86,2.88100231,0.60358,0.702919208,NA
YBR079C,RPG1,2.77790397,0.60377,0.702990489,NA
YBR117C,TKL2,3.035809948,0.60427,0.702990489,NA
YCL027W,FUS1,2.773212188,0.60401,0.702990489,NA
YDR086C,SSS1,3.13290166,0.60418,0.702990489,NA
YKR025W,RPC37,2.748136467,0.60417,0.702990489,NA
YJR137C,MET5,2.799871769,0.6047,0.703344361,NA
YDR205W,MSC2,2.798022854,0.60542,0.704035323,NA
YCR087C-A,YCR087C-A,2.74187814,0.60561,0.704109796,NA
YPR171W,BSP1,2.777898081,0.60658,0.705090913,NA
YDL051W,LHP1,2.736592987,0.60829,0.706931622,NA
YAR020C,PAU7,2.757180897,0.60851,0.707040303,NA
YBL051C,PIN4,2.706904308,0.61051,0.709216729,NA
YPR170W-B,YPR170W-B,2.725503987,0.61102,0.709661708,NA
YBR004C,GPI18,2.749027869,0.61184,0.710466473,NA
YGL211W,NCS6,2.744765516,0.61277,0.711250893,NA
YOL043C,NTG2,2.818408322,0.61274,0.711250893,NA
YGR253C,PUP2,2.748403695,0.61315,0.711544218,NA
YGL251C,HFM1,2.788340092,0.61399,0.712070012,NA
YKL075C,YKL075C,2.808698196,0.61386,0.712070012,NA
YLR009W,RLP24,2.703288608,0.61424,0.712070012,NA
YLR263W,RED1,2.709321285,0.61384,0.712070012,NA
YPL126W,NAN1,2.7144699,0.61415,0.712070012,NA
YKL128C,PMU1,2.733072785,0.61494,0.712733693,NA
YKL172W,EBP2,2.694811053,0.61528,0.712979934,NA
YBR261C,TAE1,3.220969373,0.61552,0.713110218,NA
YGR146C-A,YGR146C-A,2.723534343,0.61597,0.713483692,NA
YGR020C,VMA7,2.953048496,0.61623,0.713636979,NA
YPL169C,MEX67,2.746697619,0.61649,0.713790203,NA
YBR061C,TRM7,2.694734679,0.61678,0.713978091,NA
YDR372C,VPS74,2.770464944,0.61815,0.715314034,NA
YML067C,ERV41,2.721902241,0.61819,0.715314034,NA
YGR124W,ASN2,2.736119179,0.61908,0.716151521,NA
YGR156W,PTI1,2.734939315,0.61917,0.716151521,NA
YMR108W,ILV2,2.715567017,0.61945,0.716327162,NA
YDL183C,YDL183C,2.725502516,0.62032,0.717036559,NA
YGR233C,PHO81,2.683866476,0.62022,0.717036559,NA
YIL049W,DFG10,2.736823766,0.62128,0.717997767,NA
YLR388W,RPS29A,2.719332334,0.62176,0.718403969,NA
YLR403W,SFP1,2.686893367,0.62323,0.719953647,NA
YMR071C,TVP18,2.715548765,0.62371,0.720359277,NA
YHR049W,FSH1,2.66266637,0.62404,0.720591531,NA
YKR031C,SPO14,2.683027641,0.62446,0.720927592,NA
YGR095C,RRP46,2.65395643,0.62463,0.720974954,NA
YKL221W,MCH2,2.740464378,0.62488,0.721002744,NA
YLR429W,CRN1,2.786213359,0.62515,0.721002744,NA
YOR157C,PUP1,2.678811988,0.62511,0.721002744,NA
YKR103W,NFT1,2.661286737,0.62517,0.721002744,NA
YHR022C-A,YHR022C-A,2.845541778,0.62582,0.721603507,NA
YDR280W,RRP45,2.65830629,0.6268,0.72258445,NA
YJR139C,HOM6,2.70975676,0.62726,0.722965649,NA
YKL106C-A,YKL106C-A,2.675383826,0.6274,0.722977943,NA
YDR101C,ARX1,2.657928451,0.62767,0.72303707,NA
YIR016W,YIR016W,3.065238265,0.62771,0.72303707,NA
YLR228C,ECM22,2.680653243,0.62873,0.724062773,NA
YKR072C,SIS2,2.677679035,0.62888,0.724086344,NA
YIL037C,PRM2,2.658566555,0.62915,0.724191003,NA
YEL069C,HXT13,2.680048513,0.62923,0.724191003,NA
YGL104C,VPS73,2.678834793,0.62973,0.72461727,NA
YKR022C,NTR2,2.666411345,0.63125,0.726216814,NA
YDL144C,YDL144C,2.756184471,0.63156,0.726423951,NA
YOL136C,PFK27,3.108347257,0.6317,0.726435507,NA
YER082C,UTP7,2.621936364,0.63216,0.726516118,NA
YLR116W,MSL5,2.696542824,0.63194,0.726516118,NA
YBR020W,GAL1,2.678325481,0.6321,0.726516118,NA
YER063W,THO1,2.714204456,0.63232,0.726550627,NA
YFL055W,AGP3,2.64176351,0.63283,0.726608154,NA
YGR002C,SWC4,2.677731333,0.63267,0.726608154,NA
YHR122W,YHR122W,2.622063145,0.63256,0.726608154,NA
YER138W-A,YER138W-A,2.621975121,0.63289,0.726608154,NA
YEL035C,UTR5,2.628623324,0.63393,0.72765271,NA
YBR141C,YBR141C,2.616791883,0.63603,0.729913303,NA
YAL044C,GCV3,2.694772967,0.63625,0.730015907,NA
YLR287C-A,RPS30A,3.119985674,0.63645,0.730095526,NA
YDR415C,YDR415C,2.6773792,0.63706,0.730529081,NA
YER126C,NSA2,2.597228815,0.63722,0.730529081,NA
YIL165C,YIL165C,2.707521087,0.63709,0.730529081,NA
YKL040C,NFU1,2.639880431,0.63832,0.731640107,NA
YNR068C,YNR068C,2.6141347,0.6396,0.732679467,NA
YOR116C,RPO31,2.583783884,0.63953,0.732679467,NA
YCL001W-B,YCL001W-B,2.927824161,0.63962,0.732679467,NA
YPL049C,DIG1,2.599637594,0.64092,0.734018193,NA
YNL027W,CRZ1,2.567738096,0.64114,0.734119746,NA
YDL140C,RPO21,2.609530222,0.64145,0.734173935,NA
YGR093W,YGR093W,2.597706555,0.64137,0.734173935,NA
YGL106W,MLC1,2.758176602,0.64174,0.734205199,NA
YNL279W,PRM1,2.605125338,0.64172,0.734205199,NA
YPR023C,EAF3,2.623991069,0.64224,0.734626888,NA
YHL006C,SHU1,2.660203584,0.64361,0.735591883,NA
YLR134W,PDC5,2.610224122,0.64338,0.735591883,NA
YMR283C,RIT1,2.561580362,0.64343,0.735591883,NA
YGL192W,IME4,2.594882953,0.6435,0.735591883,NA
YFL031W,HAC1,2.863076827,0.64434,0.736275675,NA
YNL164C,IBD2,2.570576116,0.64527,0.737187676,NA
YEL001C,IRC22,2.634704126,0.64627,0.73817926,NA
YDL190C,UFD2,2.676547365,0.64688,0.738272601,NA
YDR412W,RRP17,2.56234843,0.64683,0.738272601,NA
YGL178W,MPT5,2.56773226,0.64676,0.738272601,NA
YMR293C,HER2,2.838872051,0.64651,0.738272601,NA
YJL170C,ASG7,2.585625244,0.64804,0.739445519,NA
YDR051C,DET1,2.610942869,0.64857,0.739748276,NA
YOR134W,BAG7,2.602963998,0.64853,0.739748276,NA
YDL167C,NRP1,2.547733831,0.64907,0.740116456,NA
YGL232W,TAN1,2.75613245,0.64928,0.740116456,NA
YML081C-A,ATP18,2.952643256,0.64929,0.740116456,NA
YLR137W,YLR137W,2.563567714,0.65021,0.740675,NA
YOR316C,COT1,2.581314752,0.65005,0.740675,NA
YPL184C,MRN1,2.649599481,0.65031,0.740675,NA
YNL194C,YNL194C,2.76246279,0.65001,0.740675,NA
YDL213C,NOP6,2.524027999,0.65295,0.743050153,NA
YMR308C,PSE1,2.576003948,0.65271,0.743050153,NA
YMR312W,ELP6,2.547981738,0.65306,0.743050153,NA
YNL161W,CBK1,2.548741282,0.65298,0.743050153,NA
YHR033W,YHR033W,2.599680434,0.65257,0.743050153,NA
YGL053W,PRM8,2.560548935,0.65355,0.743456349,NA
YDL134C,PPH21,2.631376986,0.6539,0.743563242,NA
YNL308C,KRI1,2.529407744,0.65391,0.743563242,NA
YFL048C,EMP47,2.58222536,0.65405,0.743571182,NA
YER099C,PRS2,2.531104876,0.6542,0.743590484,NA
YOL144W,NOP8,2.518148302,0.65437,0.743632507,NA
YGR128C,UTP8,2.527316867,0.65546,0.744568462,NA
YOR119C,RIO1,2.522112508,0.6554,0.744568462,NA
YLR451W,LEU3,2.510134837,0.65565,0.744632974,NA
YBR074W,YBR074W,2.547936271,0.65661,0.74542037,NA
YFR024C-A,LSB3,2.573234895,0.65661,0.74542037,NA
YOR341W,RPA190,2.523967921,0.65729,0.746040832,NA
YKL189W,HYM1,2.529119315,0.65765,0.746225858,NA
YKL019W,RAM2,2.786518699,0.65772,0.746225858,NA
YGR029W,ERV1,2.667423488,0.65825,0.746675629,NA
YPL106C,SSE1,2.521480242,0.6588,0.7471479,NA
YLR318W,EST2,2.640139758,0.65895,0.74716643,NA
YIL156W-B,YIL156W-B,2.498713184,0.65921,0.747309653,NA
YBR109C,CMD1,2.514101319,0.6603,0.748393552,NA
YPR144C,NOC4,2.513340468,0.66051,0.748479809,NA
YDL212W,SHR3,2.629425992,0.66095,0.748826611,NA
YDR143C,SAN1,2.505913047,0.66148,0.749275218,NA
YLR399C,BDF1,2.516684886,0.66228,0.750029417,NA
YFR025C,HIS2,2.704055073,0.66282,0.750450142,NA
YPL192C,PRM3,2.565649851,0.66292,0.750450142,NA
YGL006W-A,YGL006W-A,2.510408614,0.66315,0.750558514,NA
YJR089W,BIR1,2.500410841,0.66342,0.750712105,NA
YFL022C,FRS2,2.500039154,0.66419,0.751431309,NA
YHR115C,DMA1,2.51503603,0.66471,0.751867442,NA
YJL010C,NOP9,2.494780839,0.66519,0.752106007,NA
YMR038C,CCS1,2.512370725,0.66518,0.752106007,NA
YGL033W,HOP2,2.533234253,0.6656,0.752417391,NA
YLL054C,YLL054C,2.476810708,0.66582,0.75251391,NA
YOR281C,PLP2,2.454985136,0.6662,0.752791187,NA
YLL018C-A,COX19,2.472938018,0.66659,0.753079648,NA
YHR066W,SSF1,2.467159236,0.6675,0.753955345,NA
YFL053W,DAK2,2.625882548,0.66798,0.754345091,NA
YLR275W,SMD2,2.619475532,0.66842,0.754627423,NA
YOL141W,PPM2,2.479407958,0.6685,0.754627423,NA
YFR029W,PTR3,2.501398459,0.66879,0.754802362,NA
YCR066W,RAD18,2.811474588,0.66909,0.754836145,NA
YPL012W,RRP12,2.473330762,0.66897,0.754836145,NA
YFR043C,IRC6,2.509228016,0.6697,0.755100988,NA
YKL005C,BYE1,2.485709528,0.66961,0.755100988,NA
YPR016C,TIF6,2.470748939,0.66973,0.755100988,NA
YCL009C,ILV6,3.130140618,0.66989,0.755129078,NA
YNL074C,MLF3,2.509290136,0.67017,0.755292399,NA
YML126C,ERG13,2.461911613,0.67048,0.755489458,NA
YCL011C,GBP2,2.572846839,0.67068,0.755562515,NA
YLL061W,MMP1,2.495581016,0.6711,0.755883337,NA
YLR129W,DIP2,2.452264164,0.67124,0.755888719,NA
YBR115C,LYS2,2.449990678,0.67144,0.755961652,NA
YJL122W,ALB1,2.436226605,0.67212,0.756574869,NA
YKL060C,FBA1,2.452261504,0.6723,0.756625126,NA
YNL022C,YNL022C,2.450482048,0.67408,0.758475684,NA
YML112W,CTK3,2.438879462,0.67527,0.759661763,NA
YDR161W,YDR161W,2.458328777,0.67583,0.759680213,NA
YGL110C,CUE3,2.506140212,0.67564,0.759680213,NA
YLR058C,SHM2,2.445778135,0.6757,0.759680213,NA
YLR231C,BNA5,2.420377052,0.67565,0.759680213,NA
YGL092W,NUP145,2.495170881,0.67636,0.760060221,NA
YOR173W,DCS2,3.122239946,0.67644,0.760060221,NA
YLR363W-A,YLR363W-A,2.433289272,0.67689,0.760413002,NA
YCR017C,CWH43,2.479192877,0.67839,0.761926657,NA
YCL048W-A,YCL048W-A,2.764613516,0.67851,0.761926657,NA
YCL038C,ATG22,2.438664663,0.67889,0.762200261,NA
YDL075W,RPL31A,2.597774129,0.67975,0.762781521,NA
YHR088W,RPF1,2.405437559,0.68009,0.762781521,NA
YLR409C,UTP21,2.415394982,0.67968,0.762781521,NA
YPL146C,NOP53,2.411278789,0.68004,0.762781521,NA
